TransactionKey,Transaction Date,Customer Code,Product Key,Number Of Units
46765,13-Aug-2019,Z100070,9,2
48641,13-Aug-2019,Z100977,6,1
48661,13-Aug-2019,Z100019,8,1
49161,13-Aug-2019,Z100218,13,1
52601,13-Aug-2019,Z100034,7,1
53297,13-Aug-2019,Z100450,13,10
53326,13-Aug-2019,Z100834,3,2
54382,13-Aug-2019,Z100344,11,4
54436,13-Aug-2019,Z100939,7,2
56915,13-Aug-2019,Z100097,11,1
57296,13-Aug-2019,Z100215,11,2
58085,13-Aug-2019,Z100880,1,5
58837,13-Aug-2019,Z100447,16,5
59485,13-Aug-2019,Z100403,13,1
59740,13-Aug-2019,Z100098,11,4
59765,13-Aug-2019,Z100409,3,4
60298,13-Aug-2019,Z100918,14,5
60393,13-Aug-2019,Z100094,4,5
63942,13-Aug-2019,Z100678,3,4
64337,13-Aug-2019,Z100058,14,3
65412,13-Aug-2019,Z100458,6,3
65449,13-Aug-2019,Z100210,12,1
66075,13-Aug-2019,Z100435,8,3
66102,13-Aug-2019,Z100084,11,1
66352,13-Aug-2019,Z100783,1,1
66429,13-Aug-2019,Z100578,10,3
68111,13-Aug-2019,Z100321,10,4
68909,13-Aug-2019,Z100986,3,1
69672,13-Aug-2019,Z100526,13,5
70574,13-Aug-2019,Z100445,6,1
71121,13-Aug-2019,Z100241,9,2
72601,13-Aug-2019,Z100204,7,5
72882,13-Aug-2019,Z100969,1,2
73552,13-Aug-2019,Z100567,3,2
73684,13-Aug-2019,Z100576,2,1
73788,13-Aug-2019,Z100921,3,3
73884,13-Aug-2019,Z100524,7,1
73910,13-Aug-2019,Z100731,13,3
74580,13-Aug-2019,Z100053,13,3
76176,13-Aug-2019,Z100333,13,2
76233,13-Aug-2019,Z100345,8,3
77447,13-Aug-2019,Z100301,14,1
79081,13-Aug-2019,Z100904,9,1
79729,13-Aug-2019,Z100943,1,4
82492,13-Aug-2019,Z100011,8,2
83204,13-Aug-2019,Z100105,1,3
83257,13-Aug-2019,Z100274,13,2
87218,13-Aug-2019,Z100104,3,3
90239,13-Aug-2019,Z100635,10,10
90803,13-Aug-2019,Z100948,14,1
90805,13-Aug-2019,Z100843,9,1
93352,13-Aug-2019,Z100570,10,3
93659,13-Aug-2019,Z100617,13,3
94866,13-Aug-2019,Z100178,9,3
96348,13-Aug-2019,Z100347,7,2
96400,13-Aug-2019,Z100092,7,10
96942,13-Aug-2019,Z100713,8,1
97401,13-Aug-2019,Z100075,11,3
97853,13-Aug-2019,Z100636,9,1
98988,13-Aug-2019,Z100320,9,2
83,14-Aug-2019,Z100430,4,1
1579,14-Aug-2019,Z100545,11,1
1588,14-Aug-2019,Z100664,3,2
2253,14-Aug-2019,Z100556,9,1
5920,14-Aug-2019,Z100492,10,3
6327,14-Aug-2019,Z100577,5,1
6350,14-Aug-2019,Z100839,6,3
6531,14-Aug-2019,Z100030,3,4
12971,14-Aug-2019,Z100399,8,1
15409,14-Aug-2019,Z100291,6,2
16442,14-Aug-2019,Z100695,14,1
17685,14-Aug-2019,Z100948,16,3
17928,14-Aug-2019,Z100099,1,4
19540,14-Aug-2019,Z100763,10,3
20438,14-Aug-2019,Z100206,3,5
20548,14-Aug-2019,Z100156,7,4
20788,14-Aug-2019,Z100560,1,4
21631,14-Aug-2019,Z100946,11,5
23646,14-Aug-2019,Z100300,8,2
26898,14-Aug-2019,Z100619,8,4
27176,14-Aug-2019,Z100172,8,1
27619,14-Aug-2019,Z100212,10,1
33200,14-Aug-2019,Z100645,1,2
33233,14-Aug-2019,Z100774,9,1
33867,14-Aug-2019,Z100301,5,2
35530,14-Aug-2019,Z100640,11,1
36056,14-Aug-2019,Z100969,9,10
36255,14-Aug-2019,Z100821,9,2
38405,14-Aug-2019,Z100261,8,5
38460,14-Aug-2019,Z100443,3,1
38595,14-Aug-2019,Z100823,13,1
40640,14-Aug-2019,Z100898,1,2
42455,14-Aug-2019,Z100934,9,2
42657,14-Aug-2019,Z100576,8,1
43862,14-Aug-2019,Z100557,1,2
46905,14-Aug-2019,Z100905,7,1
47620,14-Aug-2019,Z100326,10,2
47801,14-Aug-2019,Z100391,7,5
48105,14-Aug-2019,Z100901,3,5
48370,14-Aug-2019,Z100972,2,2
50186,14-Aug-2019,Z100555,3,3
51425,14-Aug-2019,Z100135,9,2
51694,14-Aug-2019,Z100916,9,10
55122,14-Aug-2019,Z100988,8,1
55329,14-Aug-2019,Z100331,10,5
57204,14-Aug-2019,Z100176,3,1
57295,14-Aug-2019,Z100649,1,4
57559,14-Aug-2019,Z100629,3,2
60378,14-Aug-2019,Z100841,10,1
63836,14-Aug-2019,Z100503,4,5
64239,14-Aug-2019,Z100334,13,1
65748,14-Aug-2019,Z100930,10,5
66337,14-Aug-2019,Z100448,8,1
66655,14-Aug-2019,Z100171,3,2
68614,14-Aug-2019,Z100497,3,1
69259,14-Aug-2019,Z100634,2,1
73199,14-Aug-2019,Z100225,11,5
74322,14-Aug-2019,Z100874,10,3
75213,14-Aug-2019,Z100547,9,1
77136,14-Aug-2019,Z100711,9,2
77959,14-Aug-2019,Z100730,8,3
78603,14-Aug-2019,Z100030,11,2
80895,14-Aug-2019,Z100980,13,1
83719,14-Aug-2019,Z100954,3,10
84686,14-Aug-2019,Z100216,8,1
86226,14-Aug-2019,Z100328,9,3
91639,14-Aug-2019,Z100535,14,3
91768,14-Aug-2019,Z100034,1,2
91872,14-Aug-2019,Z100652,9,4
92994,14-Aug-2019,Z100635,15,5
93681,14-Aug-2019,Z100345,14,2
93692,14-Aug-2019,Z100139,11,5
99477,14-Aug-2019,Z100620,8,1
99827,14-Aug-2019,Z100344,3,3
2235,15-Aug-2019,Z100232,5,2
2483,15-Aug-2019,Z100450,3,5
5201,15-Aug-2019,Z100652,1,4
5373,15-Aug-2019,Z100205,7,1
5972,15-Aug-2019,Z100254,8,1
6008,15-Aug-2019,Z100421,1,1
6320,15-Aug-2019,Z100494,9,3
7892,15-Aug-2019,Z100628,10,4
8106,15-Aug-2019,Z100229,10,2
9059,15-Aug-2019,Z100020,7,5
10512,15-Aug-2019,Z100474,3,10
10677,15-Aug-2019,Z100225,16,2
10803,15-Aug-2019,Z100117,6,2
12455,15-Aug-2019,Z100085,8,4
13834,15-Aug-2019,Z100748,3,2
15396,15-Aug-2019,Z100515,15,10
19664,15-Aug-2019,Z100996,10,1
20674,15-Aug-2019,Z100964,7,5
21043,15-Aug-2019,Z100070,3,1
21202,15-Aug-2019,Z100155,7,5
25181,15-Aug-2019,Z100035,13,1
26377,15-Aug-2019,Z100761,4,2
26634,15-Aug-2019,Z100625,8,1
27493,15-Aug-2019,Z100984,8,2
27529,15-Aug-2019,Z100364,13,1
27988,15-Aug-2019,Z100526,8,2
28525,15-Aug-2019,Z100964,8,1
30851,15-Aug-2019,Z100451,10,2
31424,15-Aug-2019,Z100018,7,1
31812,15-Aug-2019,Z100716,1,1
32307,15-Aug-2019,Z100775,6,5
33199,15-Aug-2019,Z100368,3,1
33859,15-Aug-2019,Z100348,7,3
34662,15-Aug-2019,Z100851,11,1
37507,15-Aug-2019,Z100223,9,1
39343,15-Aug-2019,Z100896,10,5
41263,15-Aug-2019,Z100821,3,1
41377,15-Aug-2019,Z100124,14,1
41980,15-Aug-2019,Z100714,13,3
43403,15-Aug-2019,Z100174,7,5
47006,15-Aug-2019,Z100700,8,4
49087,15-Aug-2019,Z100931,2,5
49691,15-Aug-2019,Z100885,8,3
49817,15-Aug-2019,Z100812,10,2
50453,15-Aug-2019,Z100950,13,1
52544,15-Aug-2019,Z100804,7,5
53515,15-Aug-2019,Z100394,9,3
54451,15-Aug-2019,Z100151,8,4
55695,15-Aug-2019,Z100129,1,1
56664,15-Aug-2019,Z100845,13,2
57950,15-Aug-2019,Z100883,10,1
61062,15-Aug-2019,Z100440,10,1
62600,15-Aug-2019,Z100759,2,1
63205,15-Aug-2019,Z100810,11,3
65288,15-Aug-2019,Z100655,11,1
66552,15-Aug-2019,Z100361,7,10
67170,15-Aug-2019,Z100057,7,1
69044,15-Aug-2019,Z100562,2,3
69190,15-Aug-2019,Z100667,8,1
69450,15-Aug-2019,Z100950,11,2
72912,15-Aug-2019,Z100618,8,1
73295,15-Aug-2019,Z100907,13,3
74103,15-Aug-2019,Z100257,2,2
75171,15-Aug-2019,Z100941,10,1
75698,15-Aug-2019,Z100701,3,2
75906,15-Aug-2019,Z100495,9,1
75982,15-Aug-2019,Z100278,12,1
79979,15-Aug-2019,Z100480,10,4
80473,15-Aug-2019,Z100133,9,1
81340,15-Aug-2019,Z100470,14,5
81555,15-Aug-2019,Z100557,10,2
82432,15-Aug-2019,Z100318,3,3
83916,15-Aug-2019,Z100472,9,4
84540,15-Aug-2019,Z100653,1,3
84764,15-Aug-2019,Z100604,3,3
87122,15-Aug-2019,Z100401,9,1
89076,15-Aug-2019,Z100407,10,4
89627,15-Aug-2019,Z100741,1,1
90571,15-Aug-2019,Z100209,11,5
90749,15-Aug-2019,Z100142,9,2
92138,15-Aug-2019,Z100001,2,2
92401,15-Aug-2019,Z100758,14,5
92879,15-Aug-2019,Z100959,1,1
93734,15-Aug-2019,Z100945,7,10
94955,15-Aug-2019,Z100230,1,1
96759,15-Aug-2019,Z100605,1,1
97111,15-Aug-2019,Z100981,14,4
97886,15-Aug-2019,Z100784,11,1
97889,15-Aug-2019,Z100985,7,3
98974,15-Aug-2019,Z100955,1,3
99713,15-Aug-2019,Z100810,9,2
62,16-Aug-2019,Z100468,10,1
835,16-Aug-2019,Z100336,2,3
1215,16-Aug-2019,Z100814,9,1
1462,16-Aug-2019,Z100849,9,1
1602,16-Aug-2019,Z100677,5,1
2192,16-Aug-2019,Z100558,2,2
4585,16-Aug-2019,Z100363,9,5
4649,16-Aug-2019,Z100794,8,5
5953,16-Aug-2019,Z100738,9,5
6458,16-Aug-2019,Z100529,5,2
6961,16-Aug-2019,Z100092,7,1
9312,16-Aug-2019,Z100400,10,10
10080,16-Aug-2019,Z100189,10,1
11386,16-Aug-2019,Z100158,9,1
11538,16-Aug-2019,Z100023,15,1
14656,16-Aug-2019,Z100730,10,4
20938,16-Aug-2019,Z100342,8,1
21835,16-Aug-2019,Z100519,5,2
23146,16-Aug-2019,Z100425,13,2
23683,16-Aug-2019,Z100399,11,4
24127,16-Aug-2019,Z100479,9,1
25175,16-Aug-2019,Z100737,3,1
27051,16-Aug-2019,Z100580,14,1
29056,16-Aug-2019,Z100193,14,4
29422,16-Aug-2019,Z100153,9,1
30657,16-Aug-2019,Z100408,5,1
32485,16-Aug-2019,Z100939,7,4
33436,16-Aug-2019,Z100607,10,3
33706,16-Aug-2019,Z100295,8,2
34507,16-Aug-2019,Z100511,13,1
35246,16-Aug-2019,Z100915,9,4
35577,16-Aug-2019,Z100635,14,2
36607,16-Aug-2019,Z100076,10,4
37030,16-Aug-2019,Z100021,8,10
38377,16-Aug-2019,Z100939,13,2
39107,16-Aug-2019,Z100360,8,1
40474,16-Aug-2019,Z100229,4,3
40643,16-Aug-2019,Z100560,9,1
41566,16-Aug-2019,Z100259,1,4
42160,16-Aug-2019,Z100147,8,1
43371,16-Aug-2019,Z100165,2,5
43499,16-Aug-2019,Z100134,13,3
44564,16-Aug-2019,Z100150,10,10
44580,16-Aug-2019,Z100642,3,1
44642,16-Aug-2019,Z100026,13,3
46869,16-Aug-2019,Z100376,10,2
47776,16-Aug-2019,Z100921,15,1
48001,16-Aug-2019,Z100416,13,3
51209,16-Aug-2019,Z100243,10,5
51244,16-Aug-2019,Z100656,12,1
51738,16-Aug-2019,Z100285,14,2
52217,16-Aug-2019,Z100538,7,1
53412,16-Aug-2019,Z100876,9,4
53479,16-Aug-2019,Z100375,9,4
54573,16-Aug-2019,Z100596,2,4
55218,16-Aug-2019,Z100229,9,1
55277,16-Aug-2019,Z100386,3,2
57047,16-Aug-2019,Z100113,5,1
59835,16-Aug-2019,Z100791,9,5
61205,16-Aug-2019,Z100721,10,1
64069,16-Aug-2019,Z100232,10,2
64404,16-Aug-2019,Z100533,3,10
68363,16-Aug-2019,Z100959,2,5
68513,16-Aug-2019,Z100477,8,10
69805,16-Aug-2019,Z100728,1,4
70668,16-Aug-2019,Z100186,10,2
71333,16-Aug-2019,Z100395,9,4
71453,16-Aug-2019,Z100527,9,2
72120,16-Aug-2019,Z100471,14,3
72970,16-Aug-2019,Z100496,1,1
75078,16-Aug-2019,Z100897,8,3
76178,16-Aug-2019,Z100608,13,3
76811,16-Aug-2019,Z100473,13,1
77899,16-Aug-2019,Z100465,7,4
78472,16-Aug-2019,Z100183,13,1
80681,16-Aug-2019,Z100646,3,1
81485,16-Aug-2019,Z100677,3,1
81612,16-Aug-2019,Z100101,3,1
81877,16-Aug-2019,Z100582,7,4
82757,16-Aug-2019,Z100256,9,2
85437,16-Aug-2019,Z100739,9,3
87658,16-Aug-2019,Z100877,9,10
88323,16-Aug-2019,Z100677,13,2
88765,16-Aug-2019,Z100062,7,1
92325,16-Aug-2019,Z100492,8,1
92559,16-Aug-2019,Z100505,13,3
92729,16-Aug-2019,Z100535,10,4
93666,16-Aug-2019,Z100394,3,5
94871,16-Aug-2019,Z100872,8,3
95312,16-Aug-2019,Z100176,7,3
96597,16-Aug-2019,Z100753,8,1
98550,16-Aug-2019,Z100869,2,2
3134,17-Aug-2019,Z100128,3,2
5383,17-Aug-2019,Z100999,9,5
5962,17-Aug-2019,Z100526,3,3
7252,17-Aug-2019,Z100149,6,4
8593,17-Aug-2019,Z100227,1,2
8904,17-Aug-2019,Z100086,1,2
10175,17-Aug-2019,Z100703,7,4
11573,17-Aug-2019,Z100872,5,1
11637,17-Aug-2019,Z100176,14,5
12894,17-Aug-2019,Z100410,12,1
14167,17-Aug-2019,Z100148,10,3
16740,17-Aug-2019,Z100646,15,2
17890,17-Aug-2019,Z100924,5,1
18832,17-Aug-2019,Z100370,8,1
19437,17-Aug-2019,Z100138,2,1
19455,17-Aug-2019,Z100875,10,1
20120,17-Aug-2019,Z100902,6,1
20717,17-Aug-2019,Z100073,9,1
22144,17-Aug-2019,Z100179,14,1
22591,17-Aug-2019,Z100867,10,1
23083,17-Aug-2019,Z100079,10,5
23141,17-Aug-2019,Z100789,13,4
26455,17-Aug-2019,Z100994,9,1
28447,17-Aug-2019,Z100575,2,5
28512,17-Aug-2019,Z100707,6,1
28907,17-Aug-2019,Z100051,13,1
29121,17-Aug-2019,Z100318,10,3
29339,17-Aug-2019,Z100205,3,3
29406,17-Aug-2019,Z100289,14,10
29968,17-Aug-2019,Z100493,6,1
30695,17-Aug-2019,Z100934,13,3
31145,17-Aug-2019,Z100151,13,1
31748,17-Aug-2019,Z100005,3,1
32277,17-Aug-2019,Z100484,9,2
32687,17-Aug-2019,Z100357,3,1
33012,17-Aug-2019,Z100314,9,1
35335,17-Aug-2019,Z100691,11,3
36768,17-Aug-2019,Z100408,3,2
36831,17-Aug-2019,Z100643,1,1
36850,17-Aug-2019,Z100493,13,5
37826,17-Aug-2019,Z100734,8,3
39698,17-Aug-2019,Z100683,14,3
39765,17-Aug-2019,Z100128,10,1
40406,17-Aug-2019,Z100825,5,1
42161,17-Aug-2019,Z100707,12,3
42351,17-Aug-2019,Z100108,12,5
44923,17-Aug-2019,Z100256,10,1
45561,17-Aug-2019,Z100417,9,1
46863,17-Aug-2019,Z100064,13,3
47065,17-Aug-2019,Z100491,11,1
47471,17-Aug-2019,Z100546,7,5
50803,17-Aug-2019,Z100376,6,2
50927,17-Aug-2019,Z100137,10,10
51052,17-Aug-2019,Z100191,8,1
51148,17-Aug-2019,Z100705,4,2
52933,17-Aug-2019,Z100223,11,10
54441,17-Aug-2019,Z100630,6,5
54454,17-Aug-2019,Z100664,11,4
54698,17-Aug-2019,Z100856,9,2
55545,17-Aug-2019,Z100137,2,10
56673,17-Aug-2019,Z100964,7,3
56890,17-Aug-2019,Z100931,3,1
57947,17-Aug-2019,Z100559,6,3
58790,17-Aug-2019,Z100109,9,1
61041,17-Aug-2019,Z100947,2,1
62567,17-Aug-2019,Z100233,1,2
62821,17-Aug-2019,Z100285,3,1
62903,17-Aug-2019,Z100945,3,5
64234,17-Aug-2019,Z100614,3,5
65155,17-Aug-2019,Z100235,14,2
65956,17-Aug-2019,Z100917,10,4
66073,17-Aug-2019,Z100209,1,10
66869,17-Aug-2019,Z100964,8,1
69903,17-Aug-2019,Z100241,12,3
70393,17-Aug-2019,Z100930,10,3
71036,17-Aug-2019,Z100509,3,1
71183,17-Aug-2019,Z100705,6,3
73821,17-Aug-2019,Z100815,10,1
73848,17-Aug-2019,Z100222,7,1
74390,17-Aug-2019,Z100007,5,2
77026,17-Aug-2019,Z100350,3,1
77665,17-Aug-2019,Z100189,9,1
77906,17-Aug-2019,Z100707,13,5
79749,17-Aug-2019,Z100787,5,1
80374,17-Aug-2019,Z100367,9,1
81379,17-Aug-2019,Z100363,9,3
81401,17-Aug-2019,Z100005,13,1
84881,17-Aug-2019,Z100213,10,2
85510,17-Aug-2019,Z100998,6,5
86575,17-Aug-2019,Z100842,10,2
87173,17-Aug-2019,Z100104,7,1
88959,17-Aug-2019,Z100663,9,3
89983,17-Aug-2019,Z100920,9,2
90586,17-Aug-2019,Z100761,12,1
91429,17-Aug-2019,Z100949,3,1
92025,17-Aug-2019,Z100005,4,1
96829,17-Aug-2019,Z100821,14,4
98903,17-Aug-2019,Z100157,14,4
99730,17-Aug-2019,Z100255,4,5
151,18-Aug-2019,Z100280,3,10
781,18-Aug-2019,Z100286,2,10
1822,18-Aug-2019,Z100111,7,1
3290,18-Aug-2019,Z100375,9,1
4572,18-Aug-2019,Z100504,13,1
5306,18-Aug-2019,Z100009,8,5
8223,18-Aug-2019,Z100794,10,1
8590,18-Aug-2019,Z100191,8,1
9551,18-Aug-2019,Z100795,13,10
10986,18-Aug-2019,Z100807,15,10
13301,18-Aug-2019,Z100856,10,2
13580,18-Aug-2019,Z100153,9,4
15537,18-Aug-2019,Z100717,11,4
16816,18-Aug-2019,Z100945,9,3
17403,18-Aug-2019,Z100598,13,2
17464,18-Aug-2019,Z100854,11,10
17543,18-Aug-2019,Z100234,8,5
17991,18-Aug-2019,Z100321,3,1
19606,18-Aug-2019,Z100688,9,2
19675,18-Aug-2019,Z100392,5,2
21276,18-Aug-2019,Z100596,13,4
21804,18-Aug-2019,Z100966,9,2
22631,18-Aug-2019,Z100173,12,4
24756,18-Aug-2019,Z100329,8,2
25279,18-Aug-2019,Z100089,13,4
25644,18-Aug-2019,Z100683,8,3
26740,18-Aug-2019,Z100358,8,2
26871,18-Aug-2019,Z100531,9,2
27049,18-Aug-2019,Z100129,15,3
27528,18-Aug-2019,Z100673,10,1
28497,18-Aug-2019,Z100886,7,5
29727,18-Aug-2019,Z100248,11,4
30243,18-Aug-2019,Z100663,8,4
30750,18-Aug-2019,Z100332,11,5
31634,18-Aug-2019,Z100665,2,3
32408,18-Aug-2019,Z100544,13,5
33062,18-Aug-2019,Z100624,10,4
35527,18-Aug-2019,Z100042,13,2
35593,18-Aug-2019,Z100712,8,5
36635,18-Aug-2019,Z100506,3,5
37025,18-Aug-2019,Z100745,3,1
37633,18-Aug-2019,Z100762,8,1
38725,18-Aug-2019,Z100232,2,3
39211,18-Aug-2019,Z100347,5,3
39356,18-Aug-2019,Z100195,2,3
39482,18-Aug-2019,Z100271,3,2
41428,18-Aug-2019,Z100046,1,3
43115,18-Aug-2019,Z100257,9,5
46523,18-Aug-2019,Z100747,7,1
46767,18-Aug-2019,Z100843,10,10
46877,18-Aug-2019,Z100721,9,1
47263,18-Aug-2019,Z100569,1,1
47867,18-Aug-2019,Z100390,1,3
49172,18-Aug-2019,Z100744,4,1
49952,18-Aug-2019,Z100768,5,2
50269,18-Aug-2019,Z100034,5,3
50395,18-Aug-2019,Z100626,8,1
50753,18-Aug-2019,Z100484,10,3
51109,18-Aug-2019,Z100604,11,2
51978,18-Aug-2019,Z100388,8,1
54729,18-Aug-2019,Z100112,10,1
54764,18-Aug-2019,Z100936,1,1
56755,18-Aug-2019,Z100882,3,4
58066,18-Aug-2019,Z100151,1,2
58128,18-Aug-2019,Z100476,9,1
58900,18-Aug-2019,Z100865,10,5
60014,18-Aug-2019,Z100240,10,1
61668,18-Aug-2019,Z100116,3,5
62882,18-Aug-2019,Z100150,9,1
63256,18-Aug-2019,Z100989,3,3
64702,18-Aug-2019,Z100922,13,2
65574,18-Aug-2019,Z100976,6,10
67022,18-Aug-2019,Z100500,7,1
72473,18-Aug-2019,Z100254,8,1
73060,18-Aug-2019,Z100250,3,5
73849,18-Aug-2019,Z100667,10,3
73966,18-Aug-2019,Z100610,11,2
74499,18-Aug-2019,Z100510,7,1
77849,18-Aug-2019,Z100638,13,3
78491,18-Aug-2019,Z100823,9,2
79911,18-Aug-2019,Z100272,2,2
80481,18-Aug-2019,Z100911,6,1
80675,18-Aug-2019,Z100387,4,1
82646,18-Aug-2019,Z100672,3,5
83242,18-Aug-2019,Z100705,1,10
84373,18-Aug-2019,Z100696,14,2
85201,18-Aug-2019,Z100329,1,3
85378,18-Aug-2019,Z100903,5,3
86012,18-Aug-2019,Z100988,5,1
87372,18-Aug-2019,Z100774,10,5
88378,18-Aug-2019,Z100946,3,10
88449,18-Aug-2019,Z100282,15,10
89769,18-Aug-2019,Z100861,15,1
93272,18-Aug-2019,Z100530,10,3
93619,18-Aug-2019,Z100047,5,5
95323,18-Aug-2019,Z100603,10,1
95509,18-Aug-2019,Z100544,9,4
95638,18-Aug-2019,Z100855,8,3
97544,18-Aug-2019,Z100560,1,1
98228,18-Aug-2019,Z100949,10,1
99076,18-Aug-2019,Z100662,8,3
99589,18-Aug-2019,Z100229,11,5
3096,19-Aug-2019,Z100437,10,1
3958,19-Aug-2019,Z100301,7,3
4335,19-Aug-2019,Z100962,7,3
8944,19-Aug-2019,Z100471,10,1
9356,19-Aug-2019,Z100686,13,1
13621,19-Aug-2019,Z100135,3,3
14321,19-Aug-2019,Z100546,13,1
14943,19-Aug-2019,Z100393,14,10
15039,19-Aug-2019,Z100618,13,1
15049,19-Aug-2019,Z100329,4,1
15713,19-Aug-2019,Z100077,9,1
16845,19-Aug-2019,Z100798,8,3
20506,19-Aug-2019,Z100476,7,1
20954,19-Aug-2019,Z100278,10,1
21211,19-Aug-2019,Z100285,13,4
22559,19-Aug-2019,Z100632,2,1
22880,19-Aug-2019,Z100458,5,2
23345,19-Aug-2019,Z100548,13,1
24498,19-Aug-2019,Z100566,14,5
28976,19-Aug-2019,Z100334,10,5
32929,19-Aug-2019,Z100802,10,1
33825,19-Aug-2019,Z100620,7,4
37960,19-Aug-2019,Z100801,6,5
41944,19-Aug-2019,Z100888,15,10
42125,19-Aug-2019,Z100299,10,1
42701,19-Aug-2019,Z100536,8,5
42771,19-Aug-2019,Z100545,7,10
43015,19-Aug-2019,Z100047,7,1
45272,19-Aug-2019,Z100751,1,1
46602,19-Aug-2019,Z100723,9,1
46781,19-Aug-2019,Z100707,7,1
46837,19-Aug-2019,Z100889,8,1
51100,19-Aug-2019,Z100057,13,1
51527,19-Aug-2019,Z100391,9,1
53179,19-Aug-2019,Z100122,10,4
54944,19-Aug-2019,Z100295,12,1
55474,19-Aug-2019,Z100231,7,1
56359,19-Aug-2019,Z100706,5,1
56643,19-Aug-2019,Z100118,3,10
57700,19-Aug-2019,Z100525,1,2
58155,19-Aug-2019,Z100888,7,1
58226,19-Aug-2019,Z100303,15,2
62437,19-Aug-2019,Z100969,5,1
62902,19-Aug-2019,Z100959,3,10
63337,19-Aug-2019,Z100421,10,4
63605,19-Aug-2019,Z100684,8,1
64759,19-Aug-2019,Z100586,9,3
64789,19-Aug-2019,Z100140,9,2
70288,19-Aug-2019,Z100757,11,5
71138,19-Aug-2019,Z100206,7,4
71382,19-Aug-2019,Z100595,8,4
72830,19-Aug-2019,Z100225,9,4
74551,19-Aug-2019,Z100866,9,2
76722,19-Aug-2019,Z100033,9,2
79079,19-Aug-2019,Z100158,9,3
80882,19-Aug-2019,Z100673,3,5
81268,19-Aug-2019,Z100475,5,5
83090,19-Aug-2019,Z100293,7,5
84186,19-Aug-2019,Z100972,13,4
84245,19-Aug-2019,Z100008,9,2
85019,19-Aug-2019,Z100935,6,1
85138,19-Aug-2019,Z100236,10,2
85713,19-Aug-2019,Z100801,11,1
85714,19-Aug-2019,Z100850,9,4
86926,19-Aug-2019,Z100084,8,4
88675,19-Aug-2019,Z100857,6,4
91202,19-Aug-2019,Z100668,10,1
91632,19-Aug-2019,Z100630,14,1
91808,19-Aug-2019,Z100176,1,1
91902,19-Aug-2019,Z100484,5,1
94352,19-Aug-2019,Z100171,10,5
95233,19-Aug-2019,Z100822,10,3
95469,19-Aug-2019,Z100850,13,4
96005,19-Aug-2019,Z100952,3,4
97882,19-Aug-2019,Z100534,14,1
767,20-Aug-2019,Z100418,9,1
993,20-Aug-2019,Z100982,10,2
1759,20-Aug-2019,Z100502,8,1
3355,20-Aug-2019,Z100365,5,3
4623,20-Aug-2019,Z100821,13,1
5350,20-Aug-2019,Z100389,13,2
5718,20-Aug-2019,Z100995,1,4
6675,20-Aug-2019,Z100489,1,1
6730,20-Aug-2019,Z100167,3,4
7080,20-Aug-2019,Z100549,5,4
7251,20-Aug-2019,Z100094,9,1
7544,20-Aug-2019,Z100529,10,4
12666,20-Aug-2019,Z100247,14,1
13419,20-Aug-2019,Z100184,9,2
15971,20-Aug-2019,Z100533,13,3
16274,20-Aug-2019,Z100295,8,10
16668,20-Aug-2019,Z100679,6,1
17514,20-Aug-2019,Z100639,1,1
17831,20-Aug-2019,Z100577,14,2
17956,20-Aug-2019,Z100307,7,1
18215,20-Aug-2019,Z100176,13,1
18244,20-Aug-2019,Z100460,3,5
18496,20-Aug-2019,Z100857,13,1
19927,20-Aug-2019,Z100643,11,1
21533,20-Aug-2019,Z100082,4,4
24089,20-Aug-2019,Z100522,6,3
24776,20-Aug-2019,Z100494,9,1
26266,20-Aug-2019,Z100241,3,1
26758,20-Aug-2019,Z100321,2,1
31267,20-Aug-2019,Z100124,11,1
36564,20-Aug-2019,Z100911,2,2
38434,20-Aug-2019,Z100366,2,5
39382,20-Aug-2019,Z100896,2,4
40124,20-Aug-2019,Z100356,5,4
40504,20-Aug-2019,Z100190,9,2
42802,20-Aug-2019,Z100561,2,1
43749,20-Aug-2019,Z100824,8,2
44252,20-Aug-2019,Z100596,6,1
45026,20-Aug-2019,Z100107,8,1
46640,20-Aug-2019,Z100237,8,10
47001,20-Aug-2019,Z100390,13,2
47582,20-Aug-2019,Z100017,3,10
48018,20-Aug-2019,Z100277,11,2
48218,20-Aug-2019,Z100365,7,1
48274,20-Aug-2019,Z100950,13,10
48344,20-Aug-2019,Z100202,16,2
50368,20-Aug-2019,Z100582,10,3
51373,20-Aug-2019,Z100623,14,1
51433,20-Aug-2019,Z100179,7,4
51501,20-Aug-2019,Z100971,7,1
53126,20-Aug-2019,Z100235,10,3
53559,20-Aug-2019,Z100450,13,2
56186,20-Aug-2019,Z100686,10,10
59347,20-Aug-2019,Z100062,8,3
59546,20-Aug-2019,Z100423,9,1
59749,20-Aug-2019,Z100551,14,10
59829,20-Aug-2019,Z100368,9,5
61895,20-Aug-2019,Z100359,8,1
64011,20-Aug-2019,Z100949,9,1
65676,20-Aug-2019,Z100166,3,4
65826,20-Aug-2019,Z100762,5,5
66369,20-Aug-2019,Z100483,7,3
67627,20-Aug-2019,Z100752,3,2
70633,20-Aug-2019,Z100455,8,5
71558,20-Aug-2019,Z100089,8,2
72817,20-Aug-2019,Z100384,11,4
73797,20-Aug-2019,Z100979,7,1
73923,20-Aug-2019,Z100004,1,3
75119,20-Aug-2019,Z100880,2,2
75894,20-Aug-2019,Z100080,15,1
77663,20-Aug-2019,Z100235,9,2
79053,20-Aug-2019,Z100532,7,2
