Order ID,Order Date,Ship Date,Ship Mode
CA-2016-156811,2016-10-27 00:00:00,2016-11-02 00:00:00,Standard Class
CA-2016-157000,2016-07-16 00:00:00,2016-07-22 00:00:00,Standard Class
CA-2016-157161,2016-07-16 00:00:00,2016-07-20 00:00:00,Second Class
CA-2016-157217,2016-07-19 00:00:00,2016-07-21 00:00:00,First Class
CA-2016-157245,2016-05-19 00:00:00,2016-05-24 00:00:00,Standard Class
CA-2016-157259,2016-12-24 00:00:00,2016-12-28 00:00:00,Standard Class
CA-2016-157266,2016-05-26 00:00:00,2016-06-01 00:00:00,Standard Class
CA-2016-157280,2016-11-05 00:00:00,2016-11-07 00:00:00,First Class
CA-2016-157336,2016-12-01 00:00:00,2016-12-05 00:00:00,Second Class
CA-2016-157364,2016-11-19 00:00:00,2016-11-21 00:00:00,First Class
CA-2016-157511,2016-09-18 00:00:00,2016-09-20 00:00:00,First Class
CA-2016-157588,2016-07-14 00:00:00,2016-07-19 00:00:00,Standard Class
CA-2016-157686,2016-10-01 00:00:00,2016-10-02 00:00:00,First Class
CA-2016-157707,2016-10-10 00:00:00,2016-10-12 00:00:00,First Class
CA-2016-157714,2016-09-26 00:00:00,2016-10-01 00:00:00,Second Class
CA-2016-157742,2016-12-29 00:00:00,2016-12-31 00:00:00,Second Class
CA-2016-157749,2016-06-04 00:00:00,2016-06-09 00:00:00,Second Class
CA-2016-157763,2016-07-18 00:00:00,2016-07-23 00:00:00,Standard Class
CA-2016-157791,2016-12-23 00:00:00,2016-12-28 00:00:00,Second Class
CA-2016-157868,2016-12-23 00:00:00,2016-12-29 00:00:00,Standard Class
CA-2016-158001,2016-08-23 00:00:00,2016-08-27 00:00:00,Standard Class
CA-2016-158043,2016-01-31 00:00:00,2016-02-04 00:00:00,Second Class
CA-2016-158099,2016-09-03 00:00:00,2016-09-05 00:00:00,First Class
CA-2016-158155,2016-05-02 00:00:00,2016-05-06 00:00:00,Standard Class
CA-2016-158211,2016-01-04 00:00:00,2016-01-08 00:00:00,Standard Class
CA-2016-158260,2016-11-04 00:00:00,2016-11-08 00:00:00,Standard Class
CA-2016-158302,2016-12-08 00:00:00,2016-12-12 00:00:00,Second Class
CA-2016-158358,2016-03-04 00:00:00,2016-03-08 00:00:00,Standard Class
CA-2016-158435,2016-05-17 00:00:00,2016-05-18 00:00:00,First Class
CA-2016-158547,2016-05-30 00:00:00,2016-06-04 00:00:00,Standard Class
CA-2016-158568,2016-08-29 00:00:00,2016-09-02 00:00:00,Standard Class
CA-2016-158575,2016-11-18 00:00:00,2016-11-24 00:00:00,Standard Class
CA-2016-158610,2016-09-19 00:00:00,2016-09-22 00:00:00,First Class
CA-2016-158617,2016-09-22 00:00:00,2016-09-28 00:00:00,Standard Class
CA-2016-158694,2016-11-10 00:00:00,2016-11-13 00:00:00,Second Class
CA-2016-158778,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class
CA-2016-158806,2016-01-07 00:00:00,2016-01-11 00:00:00,Standard Class
CA-2016-158834,2016-03-13 00:00:00,2016-03-16 00:00:00,First Class
CA-2016-158841,2016-02-02 00:00:00,2016-02-04 00:00:00,Second Class
CA-2016-158869,2016-08-06 00:00:00,2016-08-07 00:00:00,First Class
CA-2016-158925,2016-10-24 00:00:00,2016-10-28 00:00:00,Standard Class
CA-2016-159009,2016-09-23 00:00:00,2016-09-27 00:00:00,Standard Class
CA-2016-159016,2016-03-10 00:00:00,2016-03-11 00:00:00,First Class
CA-2016-159023,2016-11-03 00:00:00,2016-11-05 00:00:00,First Class
CA-2016-159142,2016-04-04 00:00:00,2016-04-05 00:00:00,First Class
CA-2016-159212,2016-11-01 00:00:00,2016-11-05 00:00:00,Standard Class
CA-2016-159345,2016-06-17 00:00:00,2016-06-22 00:00:00,Standard Class
CA-2016-159373,2016-03-13 00:00:00,2016-03-18 00:00:00,Standard Class
CA-2016-159639,2016-11-27 00:00:00,2016-12-02 00:00:00,Standard Class
CA-2016-159653,2016-05-22 00:00:00,2016-05-22 00:00:00,Same Day
CA-2016-159695,2016-04-05 00:00:00,2016-04-10 00:00:00,Second Class
CA-2016-159730,2016-09-17 00:00:00,2016-09-21 00:00:00,Standard Class
CA-2016-159737,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class
CA-2016-159765,2016-05-09 00:00:00,2016-05-12 00:00:00,Second Class
CA-2016-159891,2016-01-31 00:00:00,2016-02-06 00:00:00,Standard Class
CA-2016-159912,2016-08-29 00:00:00,2016-09-03 00:00:00,Standard Class
CA-2016-159940,2016-07-07 00:00:00,2016-07-11 00:00:00,Second Class
CA-2016-159989,2016-12-09 00:00:00,2016-12-13 00:00:00,Standard Class
CA-2016-160108,2016-12-08 00:00:00,2016-12-12 00:00:00,Standard Class
CA-2016-160129,2016-11-23 00:00:00,2016-11-23 00:00:00,Same Day
CA-2016-160136,2016-11-03 00:00:00,2016-11-09 00:00:00,Standard Class
CA-2016-160220,2016-10-20 00:00:00,2016-10-26 00:00:00,Standard Class
CA-2016-160234,2016-06-26 00:00:00,2016-07-03 00:00:00,Standard Class
CA-2016-160241,2016-11-29 00:00:00,2016-12-04 00:00:00,Second Class
CA-2016-160304,2016-01-02 00:00:00,2016-01-07 00:00:00,Standard Class
CA-2016-160479,2016-09-15 00:00:00,2016-09-20 00:00:00,Standard Class
CA-2016-160486,2016-12-30 00:00:00,2017-01-04 00:00:00,Standard Class
CA-2016-160500,2016-05-05 00:00:00,2016-05-08 00:00:00,First Class
CA-2016-160535,2016-11-25 00:00:00,2016-11-30 00:00:00,Standard Class
CA-2016-160598,2016-08-26 00:00:00,2016-08-28 00:00:00,First Class
CA-2016-160717,2016-06-06 00:00:00,2016-06-11 00:00:00,Standard Class
CA-2016-160745,2016-12-11 00:00:00,2016-12-16 00:00:00,Second Class
CA-2016-160815,2016-09-05 00:00:00,2016-09-06 00:00:00,First Class
CA-2016-160941,2016-07-21 00:00:00,2016-07-26 00:00:00,Standard Class
CA-2016-161025,2016-12-03 00:00:00,2016-12-09 00:00:00,Standard Class
CA-2016-161095,2016-06-28 00:00:00,2016-06-28 00:00:00,Same Day
CA-2016-161158,2016-05-09 00:00:00,2016-05-13 00:00:00,Standard Class
CA-2016-161207,2016-08-29 00:00:00,2016-09-03 00:00:00,Standard Class
CA-2016-161361,2016-03-26 00:00:00,2016-03-28 00:00:00,Second Class
CA-2016-161389,2016-12-05 00:00:00,2016-12-10 00:00:00,Standard Class
CA-2016-161473,2016-04-01 00:00:00,2016-04-05 00:00:00,Standard Class
CA-2016-161543,2016-05-10 00:00:00,2016-05-16 00:00:00,Standard Class
CA-2016-161662,2016-02-07 00:00:00,2016-02-09 00:00:00,First Class
CA-2016-161669,2016-11-07 00:00:00,2016-11-09 00:00:00,First Class
CA-2016-161676,2016-07-18 00:00:00,2016-07-23 00:00:00,Standard Class
CA-2016-161746,2016-10-21 00:00:00,2016-10-27 00:00:00,Standard Class
CA-2016-161781,2016-09-29 00:00:00,2016-09-30 00:00:00,First Class
CA-2016-161816,2016-04-28 00:00:00,2016-05-01 00:00:00,First Class
CA-2016-161907,2016-04-05 00:00:00,2016-04-09 00:00:00,Standard Class
CA-2016-161928,2016-06-27 00:00:00,2016-06-29 00:00:00,Second Class
CA-2016-162082,2016-03-14 00:00:00,2016-03-17 00:00:00,First Class
CA-2016-162110,2016-07-18 00:00:00,2016-07-22 00:00:00,Standard Class
CA-2016-162138,2016-04-23 00:00:00,2016-04-27 00:00:00,Standard Class
CA-2016-162159,2016-09-16 00:00:00,2016-09-18 00:00:00,First Class
CA-2016-162187,2016-12-11 00:00:00,2016-12-11 00:00:00,Same Day
CA-2016-162222,2016-04-03 00:00:00,2016-04-03 00:00:00,Same Day
CA-2016-162236,2016-11-04 00:00:00,2016-11-06 00:00:00,Second Class
CA-2016-162313,2016-11-27 00:00:00,2016-11-30 00:00:00,First Class
CA-2016-162348,2016-11-10 00:00:00,2016-11-15 00:00:00,Standard Class
CA-2016-162355,2016-06-30 00:00:00,2016-07-02 00:00:00,Second Class
CA-2016-162383,2016-09-05 00:00:00,2016-09-11 00:00:00,Standard Class
CA-2016-162390,2016-12-06 00:00:00,2016-12-12 00:00:00,Standard Class
CA-2016-162404,2016-07-23 00:00:00,2016-07-27 00:00:00,Standard Class
CA-2016-162614,2016-10-07 00:00:00,2016-10-13 00:00:00,Standard Class
CA-2016-162726,2016-12-27 00:00:00,2017-01-02 00:00:00,Standard Class
CA-2016-162733,2016-05-11 00:00:00,2016-05-12 00:00:00,First Class
CA-2016-162747,2016-03-20 00:00:00,2016-03-25 00:00:00,Second Class
CA-2016-162901,2016-03-28 00:00:00,2016-03-31 00:00:00,First Class
CA-2016-162943,2016-07-24 00:00:00,2016-07-26 00:00:00,Second Class
CA-2016-163048,2016-02-08 00:00:00,2016-02-15 00:00:00,Standard Class
CA-2016-163153,2016-03-21 00:00:00,2016-03-25 00:00:00,Standard Class
CA-2016-163167,2016-11-28 00:00:00,2016-12-01 00:00:00,Second Class
CA-2016-163174,2016-08-26 00:00:00,2016-08-30 00:00:00,Standard Class
CA-2016-163202,2016-09-27 00:00:00,2016-10-02 00:00:00,Standard Class
CA-2016-163216,2016-10-07 00:00:00,2016-10-10 00:00:00,First Class
CA-2016-163328,2016-11-04 00:00:00,2016-11-06 00:00:00,Second Class
CA-2016-163384,2016-11-10 00:00:00,2016-11-12 00:00:00,First Class
CA-2016-163398,2016-05-03 00:00:00,2016-05-08 00:00:00,Standard Class
CA-2016-163573,2016-11-24 00:00:00,2016-11-27 00:00:00,First Class
CA-2016-163594,2016-04-12 00:00:00,2016-04-14 00:00:00,First Class
CA-2016-163636,2016-12-05 00:00:00,2016-12-09 00:00:00,Second Class
CA-2016-163755,2016-11-04 00:00:00,2016-11-08 00:00:00,Second Class
CA-2016-163776,2016-07-19 00:00:00,2016-07-25 00:00:00,Standard Class
CA-2016-163804,2016-12-02 00:00:00,2016-12-08 00:00:00,Standard Class
CA-2016-163937,2016-01-10 00:00:00,2016-01-13 00:00:00,Second Class
CA-2016-163951,2016-12-30 00:00:00,2017-01-02 00:00:00,First Class
CA-2016-163972,2016-10-17 00:00:00,2016-10-21 00:00:00,Standard Class
CA-2016-163986,2016-09-03 00:00:00,2016-09-10 00:00:00,Standard Class
CA-2016-164035,2016-06-12 00:00:00,2016-06-17 00:00:00,Standard Class
CA-2016-164091,2016-09-17 00:00:00,2016-09-22 00:00:00,Standard Class
CA-2016-164154,2016-09-11 00:00:00,2016-09-17 00:00:00,Standard Class
CA-2016-164350,2016-09-10 00:00:00,2016-09-12 00:00:00,Second Class
CA-2016-164399,2016-11-12 00:00:00,2016-11-15 00:00:00,First Class
CA-2016-164483,2016-01-30 00:00:00,2016-02-03 00:00:00,Standard Class
CA-2016-164490,2016-09-05 00:00:00,2016-09-10 00:00:00,Second Class
CA-2016-164511,2016-11-19 00:00:00,2016-11-24 00:00:00,Standard Class
CA-2016-164574,2016-07-29 00:00:00,2016-08-03 00:00:00,Standard Class
CA-2016-164637,2016-03-04 00:00:00,2016-03-08 00:00:00,Standard Class
CA-2016-164672,2016-05-08 00:00:00,2016-05-13 00:00:00,Second Class
CA-2016-164735,2016-04-14 00:00:00,2016-04-19 00:00:00,Second Class
CA-2016-164770,2016-12-02 00:00:00,2016-12-04 00:00:00,Second Class
CA-2016-164784,2016-05-01 00:00:00,2016-05-04 00:00:00,First Class
CA-2016-164889,2016-06-03 00:00:00,2016-06-06 00:00:00,Second Class
CA-2016-164896,2016-11-07 00:00:00,2016-11-12 00:00:00,Standard Class
CA-2016-164924,2016-07-10 00:00:00,2016-07-10 00:00:00,Same Day
CA-2016-164938,2016-02-11 00:00:00,2016-02-13 00:00:00,First Class
CA-2016-165015,2016-02-25 00:00:00,2016-02-27 00:00:00,Second Class
CA-2016-165148,2016-10-22 00:00:00,2016-10-24 00:00:00,First Class
CA-2016-165169,2016-06-05 00:00:00,2016-06-11 00:00:00,Standard Class
CA-2016-165218,2016-03-05 00:00:00,2016-03-11 00:00:00,Standard Class
CA-2016-165316,2016-07-23 00:00:00,2016-07-27 00:00:00,Standard Class
CA-2016-165330,2016-12-11 00:00:00,2016-12-11 00:00:00,Same Day
CA-2016-165470,2016-11-25 00:00:00,2016-11-30 00:00:00,Standard Class
CA-2016-165484,2016-10-23 00:00:00,2016-10-29 00:00:00,Standard Class
CA-2016-165561,2016-11-24 00:00:00,2016-11-28 00:00:00,Standard Class
CA-2016-165673,2016-05-15 00:00:00,2016-05-19 00:00:00,Second Class
CA-2016-165820,2016-09-26 00:00:00,2016-09-30 00:00:00,Standard Class
CA-2016-165827,2016-11-04 00:00:00,2016-11-09 00:00:00,Standard Class
CA-2016-165848,2016-06-04 00:00:00,2016-06-04 00:00:00,Same Day
CA-2016-165918,2016-09-10 00:00:00,2016-09-14 00:00:00,Standard Class
CA-2016-165995,2016-08-30 00:00:00,2016-09-06 00:00:00,Standard Class
CA-2016-166163,2016-08-15 00:00:00,2016-08-20 00:00:00,Second Class
CA-2016-166226,2016-11-18 00:00:00,2016-11-22 00:00:00,Standard Class
CA-2016-166240,2016-06-24 00:00:00,2016-06-28 00:00:00,Standard Class
CA-2016-166275,2016-10-24 00:00:00,2016-10-24 00:00:00,Same Day
CA-2016-166282,2016-04-16 00:00:00,2016-04-22 00:00:00,Standard Class
CA-2016-166373,2016-10-21 00:00:00,2016-10-25 00:00:00,Standard Class
CA-2016-166380,2016-05-30 00:00:00,2016-06-03 00:00:00,Standard Class
CA-2016-166429,2016-09-02 00:00:00,2016-09-08 00:00:00,Standard Class
CA-2016-166443,2016-11-04 00:00:00,2016-11-05 00:00:00,First Class
CA-2016-166485,2016-02-20 00:00:00,2016-02-27 00:00:00,Standard Class
CA-2016-166618,2016-11-14 00:00:00,2016-11-18 00:00:00,Standard Class
CA-2016-166625,2016-04-14 00:00:00,2016-04-17 00:00:00,First Class
CA-2016-166653,2016-09-22 00:00:00,2016-09-24 00:00:00,Second Class
CA-2016-166674,2016-04-01 00:00:00,2016-04-03 00:00:00,Second Class
CA-2016-166772,2016-09-20 00:00:00,2016-09-24 00:00:00,Standard Class
CA-2016-166912,2016-01-15 00:00:00,2016-01-17 00:00:00,First Class
CA-2016-167115,2016-04-04 00:00:00,2016-04-09 00:00:00,Standard Class
CA-2016-167241,2016-08-15 00:00:00,2016-08-22 00:00:00,Standard Class
CA-2016-167290,2016-10-30 00:00:00,2016-11-04 00:00:00,Standard Class
CA-2016-167416,2016-05-12 00:00:00,2016-05-17 00:00:00,Standard Class
CA-2016-167507,2016-12-22 00:00:00,2016-12-28 00:00:00,Standard Class
CA-2016-167556,2016-03-29 00:00:00,2016-04-02 00:00:00,Standard Class
CA-2016-167584,2016-08-12 00:00:00,2016-08-12 00:00:00,Same Day
CA-2016-167605,2016-04-28 00:00:00,2016-04-30 00:00:00,Second Class
CA-2016-167682,2016-04-03 00:00:00,2016-04-09 00:00:00,Standard Class
CA-2016-167759,2016-03-03 00:00:00,2016-03-08 00:00:00,Second Class
CA-2016-167983,2016-08-21 00:00:00,2016-08-24 00:00:00,Second Class
CA-2016-168032,2016-01-30 00:00:00,2016-02-03 00:00:00,Standard Class
CA-2016-168046,2016-01-25 00:00:00,2016-01-28 00:00:00,Second Class
CA-2016-168081,2016-04-24 00:00:00,2016-04-27 00:00:00,Second Class
CA-2016-168354,2016-09-19 00:00:00,2016-09-21 00:00:00,First Class
CA-2016-168361,2016-06-21 00:00:00,2016-06-25 00:00:00,Standard Class
CA-2016-168536,2016-12-20 00:00:00,2016-12-24 00:00:00,Standard Class
CA-2016-168543,2016-07-03 00:00:00,2016-07-07 00:00:00,Standard Class
CA-2016-168557,2016-09-19 00:00:00,2016-09-23 00:00:00,Standard Class
CA-2016-168753,2016-05-29 00:00:00,2016-06-01 00:00:00,Second Class
CA-2016-168774,2016-09-04 00:00:00,2016-09-09 00:00:00,Standard Class
CA-2016-168830,2016-11-07 00:00:00,2016-11-13 00:00:00,Standard Class
CA-2016-168844,2016-05-31 00:00:00,2016-06-06 00:00:00,Standard Class
CA-2016-168893,2016-11-03 00:00:00,2016-11-08 00:00:00,Second Class
CA-2016-168921,2016-10-20 00:00:00,2016-10-22 00:00:00,First Class
CA-2016-168956,2016-02-16 00:00:00,2016-02-20 00:00:00,Standard Class
CA-2016-169026,2016-08-08 00:00:00,2016-08-13 00:00:00,Standard Class
CA-2016-169103,2016-03-08 00:00:00,2016-03-13 00:00:00,Standard Class
CA-2016-169166,2016-05-09 00:00:00,2016-05-14 00:00:00,Standard Class
CA-2016-169194,2016-06-20 00:00:00,2016-06-25 00:00:00,Standard Class
CA-2016-169215,2016-07-14 00:00:00,2016-07-18 00:00:00,Second Class
CA-2016-169334,2016-10-21 00:00:00,2016-10-24 00:00:00,Second Class
CA-2016-169663,2016-03-10 00:00:00,2016-03-13 00:00:00,First Class
CA-2016-169670,2016-12-25 00:00:00,2016-12-31 00:00:00,Standard Class
CA-2016-169824,2016-12-12 00:00:00,2016-12-17 00:00:00,Standard Class
CA-2016-169838,2016-11-25 00:00:00,2016-11-29 00:00:00,Standard Class
CA-2016-169887,2016-10-22 00:00:00,2016-10-22 00:00:00,Same Day
CA-2016-169922,2016-06-11 00:00:00,2016-06-17 00:00:00,Standard Class
CA-2016-169943,2016-05-19 00:00:00,2016-05-24 00:00:00,Standard Class
CA-2016-169957,2016-09-26 00:00:00,2016-09-30 00:00:00,Standard Class
CA-2016-169971,2016-09-04 00:00:00,2016-09-09 00:00:00,Standard Class
CA-2017-100013,2017-11-06 00:00:00,2017-11-11 00:00:00,Standard Class
CA-2017-100055,2017-05-28 00:00:00,2017-06-01 00:00:00,Standard Class
CA-2017-100097,2017-11-26 00:00:00,2017-11-29 00:00:00,Second Class
CA-2017-100111,2017-09-20 00:00:00,2017-09-26 00:00:00,Standard Class
CA-2017-100160,2017-09-07 00:00:00,2017-09-11 00:00:00,Standard Class
CA-2017-100202,2016-12-31 00:00:00,2017-01-05 00:00:00,Standard Class
CA-2017-100223,2017-07-05 00:00:00,2017-07-10 00:00:00,Standard Class
CA-2017-100230,2017-12-11 00:00:00,2017-12-15 00:00:00,Standard Class
CA-2017-100237,2017-10-15 00:00:00,2017-10-19 00:00:00,Standard Class
CA-2017-100314,2017-09-29 00:00:00,2017-10-05 00:00:00,Standard Class
CA-2017-100335,2017-09-07 00:00:00,2017-09-13 00:00:00,Standard Class
CA-2017-100356,2017-10-21 00:00:00,2017-10-25 00:00:00,Standard Class
CA-2017-100384,2017-06-24 00:00:00,2017-07-01 00:00:00,Standard Class
CA-2017-100412,2017-12-22 00:00:00,2017-12-26 00:00:00,Standard Class
CA-2017-100426,2017-06-04 00:00:00,2017-06-08 00:00:00,Standard Class
CA-2017-100433,2017-08-11 00:00:00,2017-08-16 00:00:00,Standard Class
CA-2017-100524,2017-03-31 00:00:00,2017-04-02 00:00:00,Second Class
CA-2017-100580,2017-08-13 00:00:00,2017-08-20 00:00:00,Standard Class
CA-2017-100601,2017-11-16 00:00:00,2017-11-20 00:00:00,Standard Class
CA-2017-100615,2017-04-20 00:00:00,2017-04-24 00:00:00,Standard Class
CA-2017-100622,2017-11-03 00:00:00,2017-11-07 00:00:00,Standard Class
CA-2017-100636,2017-06-26 00:00:00,2017-06-30 00:00:00,Standard Class
CA-2017-100650,2017-06-29 00:00:00,2017-07-03 00:00:00,Second Class
CA-2017-100748,2017-05-13 00:00:00,2017-05-20 00:00:00,Standard Class
CA-2017-100783,2017-09-04 00:00:00,2017-09-08 00:00:00,Second Class
CA-2017-100811,2017-11-21 00:00:00,2017-11-24 00:00:00,First Class
CA-2017-100825,2017-09-09 00:00:00,2017-09-14 00:00:00,Standard Class
CA-2017-100902,2017-11-17 00:00:00,2017-11-21 00:00:00,Standard Class
CA-2017-100951,2017-06-09 00:00:00,2017-06-10 00:00:00,First Class
CA-2017-101014,2017-08-29 00:00:00,2017-09-04 00:00:00,Standard Class
CA-2017-101042,2017-11-19 00:00:00,2017-11-23 00:00:00,Standard Class
CA-2017-101049,2017-06-21 00:00:00,2017-06-25 00:00:00,Second Class
CA-2017-101077,2017-03-25 00:00:00,2017-03-30 00:00:00,Second Class
CA-2017-101182,2017-09-04 00:00:00,2017-09-05 00:00:00,First Class
CA-2017-101210,2017-08-25 00:00:00,2017-08-28 00:00:00,Second Class
CA-2017-101245,2017-11-27 00:00:00,2017-12-03 00:00:00,Standard Class
CA-2017-101273,2017-08-27 00:00:00,2017-08-30 00:00:00,Second Class
CA-2017-101308,2017-10-02 00:00:00,2017-10-07 00:00:00,Standard Class
CA-2017-101322,2017-12-28 00:00:00,2017-12-31 00:00:00,First Class
CA-2017-101434,2017-06-20 00:00:00,2017-06-27 00:00:00,Standard Class
CA-2017-101483,2017-07-29 00:00:00,2017-08-01 00:00:00,Second Class
CA-2017-101574,2017-09-28 00:00:00,2017-10-04 00:00:00,Standard Class
CA-2017-101581,2017-10-22 00:00:00,2017-10-27 00:00:00,Standard Class
CA-2017-101637,2017-03-24 00:00:00,2017-03-25 00:00:00,Same Day
CA-2017-101665,2017-11-25 00:00:00,2017-12-01 00:00:00,Standard Class
CA-2017-101700,2017-04-23 00:00:00,2017-04-26 00:00:00,First Class
CA-2017-101728,2017-08-19 00:00:00,2017-08-23 00:00:00,Standard Class
CA-2017-101749,2017-10-03 00:00:00,2017-10-08 00:00:00,Standard Class
CA-2017-101798,2017-12-11 00:00:00,2017-12-15 00:00:00,Standard Class
CA-2017-101805,2017-12-01 00:00:00,2017-12-06 00:00:00,Standard Class
CA-2017-101945,2017-11-24 00:00:00,2017-11-28 00:00:00,Standard Class
CA-2017-101959,2017-02-28 00:00:00,2017-03-06 00:00:00,Standard Class
CA-2017-102099,2017-12-18 00:00:00,2017-12-19 00:00:00,First Class
CA-2017-102155,2017-07-13 00:00:00,2017-07-17 00:00:00,Standard Class
CA-2017-102197,2017-12-20 00:00:00,2017-12-26 00:00:00,Standard Class
CA-2017-102204,2017-05-01 00:00:00,2017-05-06 00:00:00,Standard Class
CA-2017-102218,2017-09-02 00:00:00,2017-09-04 00:00:00,Second Class
CA-2017-102267,2017-11-30 00:00:00,2017-12-04 00:00:00,Standard Class
CA-2017-102309,2017-09-23 00:00:00,2017-09-25 00:00:00,Second Class
CA-2017-102337,2017-06-13 00:00:00,2017-06-16 00:00:00,First Class
CA-2017-102379,2017-12-02 00:00:00,2017-12-06 00:00:00,Standard Class
CA-2017-102407,2017-12-09 00:00:00,2017-12-13 00:00:00,Second Class
CA-2017-102414,2017-05-15 00:00:00,2017-05-18 00:00:00,Second Class
CA-2017-102519,2017-11-27 00:00:00,2017-11-29 00:00:00,First Class
CA-2017-102554,2017-06-11 00:00:00,2017-06-15 00:00:00,Standard Class
CA-2017-102610,2017-11-04 00:00:00,2017-11-08 00:00:00,Standard Class
CA-2017-102659,2017-12-09 00:00:00,2017-12-15 00:00:00,Standard Class
CA-2017-102729,2017-10-26 00:00:00,2017-10-31 00:00:00,Standard Class
CA-2017-102736,2017-09-05 00:00:00,2017-09-09 00:00:00,Standard Class
CA-2017-102750,2017-09-04 00:00:00,2017-09-08 00:00:00,Second Class
CA-2017-102771,2017-03-31 00:00:00,2017-04-05 00:00:00,Standard Class
CA-2017-102820,2017-05-07 00:00:00,2017-05-11 00:00:00,Standard Class
CA-2017-102834,2017-03-09 00:00:00,2017-03-13 00:00:00,Standard Class
CA-2017-102925,2017-11-05 00:00:00,2017-11-10 00:00:00,Second Class
CA-2017-102946,2017-06-30 00:00:00,2017-07-05 00:00:00,Standard Class
CA-2017-102967,2017-09-22 00:00:00,2017-09-26 00:00:00,Standard Class
CA-2017-102974,2017-09-19 00:00:00,2017-09-24 00:00:00,Standard Class
CA-2017-103009,2017-11-03 00:00:00,2017-11-05 00:00:00,Second Class
CA-2017-103065,2017-10-20 00:00:00,2017-10-20 00:00:00,Same Day
CA-2017-103156,2017-11-23 00:00:00,2017-11-24 00:00:00,First Class
CA-2017-103212,2017-10-13 00:00:00,2017-10-14 00:00:00,First Class
CA-2017-103352,2017-11-27 00:00:00,2017-11-30 00:00:00,Second Class
CA-2017-103380,2017-11-21 00:00:00,2017-11-25 00:00:00,Standard Class
CA-2017-103415,2017-12-03 00:00:00,2017-12-08 00:00:00,Standard Class
CA-2017-103443,2017-12-17 00:00:00,2017-12-23 00:00:00,Standard Class
CA-2017-103478,2017-07-21 00:00:00,2017-07-24 00:00:00,Second Class
CA-2017-103499,2017-11-20 00:00:00,2017-11-24 00:00:00,Standard Class
CA-2017-103506,2017-07-23 00:00:00,2017-07-27 00:00:00,Standard Class
CA-2017-103520,2017-09-23 00:00:00,2017-09-25 00:00:00,First Class
CA-2017-103611,2017-09-12 00:00:00,2017-09-15 00:00:00,First Class
CA-2017-103765,2017-11-24 00:00:00,2017-11-30 00:00:00,Standard Class
CA-2017-103877,2017-09-07 00:00:00,2017-09-14 00:00:00,Standard Class
CA-2017-103968,2017-12-01 00:00:00,2017-12-07 00:00:00,Standard Class
CA-2017-104003,2017-10-07 00:00:00,2017-10-13 00:00:00,Standard Class
CA-2017-104010,2017-04-23 00:00:00,2017-04-25 00:00:00,First Class
CA-2017-104024,2017-08-29 00:00:00,2017-09-03 00:00:00,Second Class
CA-2017-104066,2017-12-05 00:00:00,2017-12-10 00:00:00,Standard Class
CA-2017-104080,2017-03-08 00:00:00,2017-03-15 00:00:00,Standard Class
CA-2017-104108,2017-12-02 00:00:00,2017-12-09 00:00:00,Standard Class
CA-2017-104136,2017-11-01 00:00:00,2017-11-04 00:00:00,Second Class
CA-2017-104220,2017-01-30 00:00:00,2017-02-05 00:00:00,Standard Class
CA-2017-104318,2017-05-13 00:00:00,2017-05-18 00:00:00,Standard Class
CA-2017-104381,2017-12-16 00:00:00,2017-12-23 00:00:00,Standard Class
CA-2017-104388,2017-07-05 00:00:00,2017-07-07 00:00:00,First Class
CA-2017-104577,2017-05-12 00:00:00,2017-05-17 00:00:00,Standard Class
CA-2017-104619,2017-01-24 00:00:00,2017-01-29 00:00:00,Standard Class
CA-2017-104640,2017-11-10 00:00:00,2017-11-16 00:00:00,Standard Class
CA-2017-104647,2017-02-23 00:00:00,2017-03-01 00:00:00,Standard Class
CA-2017-104731,2017-07-21 00:00:00,2017-07-27 00:00:00,Standard Class
CA-2017-104745,2017-05-29 00:00:00,2017-06-04 00:00:00,Standard Class
CA-2017-104801,2017-02-13 00:00:00,2017-02-19 00:00:00,Standard Class
CA-2017-104822,2017-10-20 00:00:00,2017-10-20 00:00:00,Same Day
CA-2017-104850,2017-06-13 00:00:00,2017-06-19 00:00:00,Standard Class
CA-2017-104864,2017-11-18 00:00:00,2017-11-23 00:00:00,Second Class
CA-2017-104885,2017-03-02 00:00:00,2017-03-08 00:00:00,Standard Class
CA-2017-104906,2017-02-13 00:00:00,2017-02-17 00:00:00,Standard Class
CA-2017-104913,2017-11-18 00:00:00,2017-11-22 00:00:00,Standard Class
CA-2017-104927,2017-12-22 00:00:00,2017-12-26 00:00:00,Standard Class
CA-2017-105053,2017-07-07 00:00:00,2017-07-09 00:00:00,Second Class
CA-2017-105074,2017-06-24 00:00:00,2017-06-29 00:00:00,Standard Class
CA-2017-105130,2017-11-21 00:00:00,2017-11-25 00:00:00,Standard Class
CA-2017-105144,2017-11-04 00:00:00,2017-11-11 00:00:00,Standard Class
CA-2017-105193,2017-03-25 00:00:00,2017-03-31 00:00:00,Standard Class
CA-2017-105214,2017-06-16 00:00:00,2017-06-19 00:00:00,First Class
CA-2017-105235,2017-12-05 00:00:00,2017-12-11 00:00:00,Standard Class
CA-2017-105326,2017-08-20 00:00:00,2017-08-27 00:00:00,Standard Class
CA-2017-105333,2017-11-30 00:00:00,2017-12-04 00:00:00,Standard Class
