Date,DateKey,MonthKey,Month,Quarter,Year,Year-Quarter,Year-Month,Year-MonthKey,WeekDayKey,WeekDay,Day Of Month
16-Jun-2019,20190616,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,1,Sun,16
17-Jun-2019,20190617,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,2,Mon,17
18-Jun-2019,20190618,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,3,Tue,18
19-Jun-2019,20190619,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,4,Wed,19
20-Jun-2019,20190620,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,5,Thu,20
21-Jun-2019,20190621,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,6,Fri,21
22-Jun-2019,20190622,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,7,Sat,22
23-Jun-2019,20190623,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,1,Sun,23
24-Jun-2019,20190624,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,2,Mon,24
25-Jun-2019,20190625,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,3,Tue,25
26-Jun-2019,20190626,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,4,Wed,26
27-Jun-2019,20190627,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,5,Thu,27
28-Jun-2019,20190628,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,6,Fri,28
29-Jun-2019,20190629,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,7,Sat,29
30-Jun-2019,20190630,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,1,Sun,30
01-Jul-2019,20190701,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,2,Mon,1
02-Jul-2019,20190702,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,3,Tue,2
03-Jul-2019,20190703,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,4,Wed,3
04-Jul-2019,20190704,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,5,Thu,4
05-Jul-2019,20190705,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,6,Fri,5
06-Jul-2019,20190706,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,7,Sat,6
07-Jul-2019,20190707,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,1,Sun,7
08-Jul-2019,20190708,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,2,Mon,8
09-Jul-2019,20190709,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,3,Tue,9
10-Jul-2019,20190710,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,4,Wed,10
11-Jul-2019,20190711,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,5,Thu,11
12-Jul-2019,20190712,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,6,Fri,12
13-Jul-2019,20190713,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,7,Sat,13
14-Jul-2019,20190714,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,1,Sun,14
15-Jul-2019,20190715,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,2,Mon,15
16-Jul-2019,20190716,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,3,Tue,16
17-Jul-2019,20190717,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,4,Wed,17
18-Jul-2019,20190718,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,5,Thu,18
19-Jul-2019,20190719,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,6,Fri,19
20-Jul-2019,20190720,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,7,Sat,20
21-Jul-2019,20190721,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,1,Sun,21
22-Jul-2019,20190722,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,2,Mon,22
23-Jul-2019,20190723,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,3,Tue,23
24-Jul-2019,20190724,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,4,Wed,24
25-Jul-2019,20190725,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,5,Thu,25
26-Jul-2019,20190726,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,6,Fri,26
27-Jul-2019,20190727,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,7,Sat,27
28-Jul-2019,20190728,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,1,Sun,28
29-Jul-2019,20190729,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,2,Mon,29
30-Jul-2019,20190730,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,3,Tue,30
31-Jul-2019,20190731,7,Jul,Q3,2019,2019-Q3,2019-Jul,2019-07,4,Wed,31
01-Aug-2019,20190801,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,5,Thu,1
02-Aug-2019,20190802,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,6,Fri,2
03-Aug-2019,20190803,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,7,Sat,3
04-Aug-2019,20190804,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,1,Sun,4
05-Aug-2019,20190805,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,2,Mon,5
06-Aug-2019,20190806,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,3,Tue,6
07-Aug-2019,20190807,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,4,Wed,7
08-Aug-2019,20190808,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,5,Thu,8
09-Aug-2019,20190809,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,6,Fri,9
10-Aug-2019,20190810,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,7,Sat,10
11-Aug-2019,20190811,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,1,Sun,11
12-Aug-2019,20190812,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,2,Mon,12
13-Aug-2019,20190813,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,3,Tue,13
14-Aug-2019,20190814,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,4,Wed,14
15-Aug-2019,20190815,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,5,Thu,15
16-Aug-2019,20190816,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,6,Fri,16
17-Aug-2019,20190817,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,7,Sat,17
18-Aug-2019,20190818,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,1,Sun,18
19-Aug-2019,20190819,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,2,Mon,19
20-Aug-2019,20190820,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,3,Tue,20
21-Aug-2019,20190821,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,4,Wed,21
22-Aug-2019,20190822,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,5,Thu,22
23-Aug-2019,20190823,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,6,Fri,23
24-Aug-2019,20190824,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,7,Sat,24
25-Aug-2019,20190825,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,1,Sun,25
26-Aug-2019,20190826,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,2,Mon,26
27-Aug-2019,20190827,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,3,Tue,27
28-Aug-2019,20190828,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,4,Wed,28
29-Aug-2019,20190829,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,5,Thu,29
30-Aug-2019,20190830,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,6,Fri,30
31-Aug-2019,20190831,8,Aug,Q3,2019,2019-Q3,2019-Aug,2019-08,7,Sat,31
01-Sep-2019,20190901,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,1,Sun,1
02-Sep-2019,20190902,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,2,Mon,2
03-Sep-2019,20190903,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,3,Tue,3
04-Sep-2019,20190904,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,4,Wed,4
05-Sep-2019,20190905,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,5,Thu,5
06-Sep-2019,20190906,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,6,Fri,6
07-Sep-2019,20190907,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,7,Sat,7
08-Sep-2019,20190908,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,1,Sun,8
09-Sep-2019,20190909,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,2,Mon,9
10-Sep-2019,20190910,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,3,Tue,10
11-Sep-2019,20190911,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,4,Wed,11
12-Sep-2019,20190912,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,5,Thu,12
13-Sep-2019,20190913,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,6,Fri,13
14-Sep-2019,20190914,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,7,Sat,14
15-Sep-2019,20190915,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,1,Sun,15
16-Sep-2019,20190916,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,2,Mon,16
17-Sep-2019,20190917,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,3,Tue,17
18-Sep-2019,20190918,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,4,Wed,18
19-Sep-2019,20190919,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,5,Thu,19
20-Sep-2019,20190920,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,6,Fri,20
21-Sep-2019,20190921,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,7,Sat,21
22-Sep-2019,20190922,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,1,Sun,22
23-Sep-2019,20190923,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,2,Mon,23
24-Sep-2019,20190924,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,3,Tue,24
25-Sep-2019,20190925,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,4,Wed,25
26-Sep-2019,20190926,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,5,Thu,26
27-Sep-2019,20190927,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,6,Fri,27
28-Sep-2019,20190928,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,7,Sat,28
29-Sep-2019,20190929,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,1,Sun,29
30-Sep-2019,20190930,9,Sep,Q3,2019,2019-Q3,2019-Sep,2019-09,2,Mon,30
01-Oct-2019,20191001,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,3,Tue,1
02-Oct-2019,20191002,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,4,Wed,2
03-Oct-2019,20191003,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,5,Thu,3
04-Oct-2019,20191004,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,6,Fri,4
05-Oct-2019,20191005,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,7,Sat,5
06-Oct-2019,20191006,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,1,Sun,6
07-Oct-2019,20191007,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,2,Mon,7
08-Oct-2019,20191008,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,3,Tue,8
09-Oct-2019,20191009,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,4,Wed,9
10-Oct-2019,20191010,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,5,Thu,10
11-Oct-2019,20191011,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,6,Fri,11
12-Oct-2019,20191012,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,7,Sat,12
13-Oct-2019,20191013,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,1,Sun,13
14-Oct-2019,20191014,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,2,Mon,14
15-Oct-2019,20191015,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,3,Tue,15
16-Oct-2019,20191016,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,4,Wed,16
17-Oct-2019,20191017,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,5,Thu,17
18-Oct-2019,20191018,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,6,Fri,18
19-Oct-2019,20191019,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,7,Sat,19
20-Oct-2019,20191020,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,1,Sun,20
21-Oct-2019,20191021,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,2,Mon,21
22-Oct-2019,20191022,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,3,Tue,22
23-Oct-2019,20191023,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,4,Wed,23
24-Oct-2019,20191024,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,5,Thu,24
25-Oct-2019,20191025,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,6,Fri,25
26-Oct-2019,20191026,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,7,Sat,26
27-Oct-2019,20191027,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,1,Sun,27
28-Oct-2019,20191028,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,2,Mon,28
29-Oct-2019,20191029,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,3,Tue,29
30-Oct-2019,20191030,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,4,Wed,30
31-Oct-2019,20191031,10,Oct,Q4,2019,2019-Q4,2019-Oct,2019-10,5,Thu,31
01-Nov-2019,20191101,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,6,Fri,1
02-Nov-2019,20191102,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,7,Sat,2
03-Nov-2019,20191103,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,1,Sun,3
04-Nov-2019,20191104,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,2,Mon,4
05-Nov-2019,20191105,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,3,Tue,5
06-Nov-2019,20191106,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,4,Wed,6
07-Nov-2019,20191107,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,5,Thu,7
08-Nov-2019,20191108,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,6,Fri,8
09-Nov-2019,20191109,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,7,Sat,9
10-Nov-2019,20191110,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,1,Sun,10
11-Nov-2019,20191111,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,2,Mon,11
12-Nov-2019,20191112,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,3,Tue,12
13-Nov-2019,20191113,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,4,Wed,13
14-Nov-2019,20191114,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,5,Thu,14
15-Nov-2019,20191115,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,6,Fri,15
16-Nov-2019,20191116,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,7,Sat,16
17-Nov-2019,20191117,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,1,Sun,17
18-Nov-2019,20191118,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,2,Mon,18
19-Nov-2019,20191119,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,3,Tue,19
20-Nov-2019,20191120,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,4,Wed,20
21-Nov-2019,20191121,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,5,Thu,21
22-Nov-2019,20191122,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,6,Fri,22
23-Nov-2019,20191123,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,7,Sat,23
24-Nov-2019,20191124,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,1,Sun,24
25-Nov-2019,20191125,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,2,Mon,25
26-Nov-2019,20191126,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,3,Tue,26
27-Nov-2019,20191127,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,4,Wed,27
28-Nov-2019,20191128,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,5,Thu,28
29-Nov-2019,20191129,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,6,Fri,29
30-Nov-2019,20191130,11,Nov,Q4,2019,2019-Q4,2019-Nov,2019-11,7,Sat,30
01-Dec-2019,20191201,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,1,Sun,1
02-Dec-2019,20191202,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,2,Mon,2
03-Dec-2019,20191203,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,3,Tue,3
04-Dec-2019,20191204,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,4,Wed,4
05-Dec-2019,20191205,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,5,Thu,5
06-Dec-2019,20191206,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,6,Fri,6
07-Dec-2019,20191207,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,7,Sat,7
08-Dec-2019,20191208,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,1,Sun,8
09-Dec-2019,20191209,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,2,Mon,9
10-Dec-2019,20191210,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,3,Tue,10
11-Dec-2019,20191211,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,4,Wed,11
12-Dec-2019,20191212,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,5,Thu,12
13-Dec-2019,20191213,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,6,Fri,13
14-Dec-2019,20191214,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,7,Sat,14
15-Dec-2019,20191215,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,1,Sun,15
16-Dec-2019,20191216,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,2,Mon,16
17-Dec-2019,20191217,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,3,Tue,17
18-Dec-2019,20191218,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,4,Wed,18
19-Dec-2019,20191219,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,5,Thu,19
20-Dec-2019,20191220,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,6,Fri,20
21-Dec-2019,20191221,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,7,Sat,21
22-Dec-2019,20191222,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,1,Sun,22
23-Dec-2019,20191223,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,2,Mon,23
24-Dec-2019,20191224,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,3,Tue,24
25-Dec-2019,20191225,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,4,Wed,25
26-Dec-2019,20191226,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,5,Thu,26
27-Dec-2019,20191227,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,6,Fri,27
28-Dec-2019,20191228,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,7,Sat,28
29-Dec-2019,20191229,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,1,Sun,29
30-Dec-2019,20191230,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,2,Mon,30
31-Dec-2019,20191231,12,Dec,Q4,2019,2019-Q4,2019-Dec,2019-12,3,Tue,31
01-Jan-2020,20200101,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,4,Wed,1
02-Jan-2020,20200102,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,5,Thu,2
03-Jan-2020,20200103,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,6,Fri,3
04-Jan-2020,20200104,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,7,Sat,4
05-Jan-2020,20200105,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,1,Sun,5
06-Jan-2020,20200106,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,2,Mon,6
07-Jan-2020,20200107,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,3,Tue,7
08-Jan-2020,20200108,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,4,Wed,8
09-Jan-2020,20200109,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,5,Thu,9
10-Jan-2020,20200110,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,6,Fri,10
11-Jan-2020,20200111,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,7,Sat,11
12-Jan-2020,20200112,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,1,Sun,12
13-Jan-2020,20200113,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,2,Mon,13
14-Jan-2020,20200114,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,3,Tue,14
15-Jan-2020,20200115,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,4,Wed,15
16-Jan-2020,20200116,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,5,Thu,16
17-Jan-2020,20200117,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,6,Fri,17
18-Jan-2020,20200118,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,7,Sat,18
19-Jan-2020,20200119,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,1,Sun,19
20-Jan-2020,20200120,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,2,Mon,20
21-Jan-2020,20200121,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,3,Tue,21
22-Jan-2020,20200122,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,4,Wed,22
23-Jan-2020,20200123,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,5,Thu,23
24-Jan-2020,20200124,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,6,Fri,24
25-Jan-2020,20200125,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,7,Sat,25
26-Jan-2020,20200126,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,1,Sun,26
27-Jan-2020,20200127,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,2,Mon,27
28-Jan-2020,20200128,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,3,Tue,28
29-Jan-2020,20200129,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,4,Wed,29
30-Jan-2020,20200130,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,5,Thu,30
31-Jan-2020,20200131,1,Jan,Q1,2020,2020-Q1,2020-Jan,2020-01,6,Fri,31
01-Feb-2020,20200201,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,7,Sat,1
02-Feb-2020,20200202,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,1,Sun,2
03-Feb-2020,20200203,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,2,Mon,3
04-Feb-2020,20200204,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,3,Tue,4
05-Feb-2020,20200205,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,4,Wed,5
06-Feb-2020,20200206,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,5,Thu,6
07-Feb-2020,20200207,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,6,Fri,7
08-Feb-2020,20200208,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,7,Sat,8
09-Feb-2020,20200209,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,1,Sun,9
10-Feb-2020,20200210,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,2,Mon,10
11-Feb-2020,20200211,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,3,Tue,11
12-Feb-2020,20200212,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,4,Wed,12
13-Feb-2020,20200213,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,5,Thu,13
14-Feb-2020,20200214,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,6,Fri,14
15-Feb-2020,20200215,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,7,Sat,15
16-Feb-2020,20200216,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,1,Sun,16
17-Feb-2020,20200217,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,2,Mon,17
18-Feb-2020,20200218,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,3,Tue,18
19-Feb-2020,20200219,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,4,Wed,19
20-Feb-2020,20200220,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,5,Thu,20
21-Feb-2020,20200221,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,6,Fri,21
22-Feb-2020,20200222,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,7,Sat,22
23-Feb-2020,20200223,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,1,Sun,23
24-Feb-2020,20200224,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,2,Mon,24
25-Feb-2020,20200225,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,3,Tue,25
26-Feb-2020,20200226,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,4,Wed,26
27-Feb-2020,20200227,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,5,Thu,27
28-Feb-2020,20200228,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,6,Fri,28
29-Feb-2020,20200229,2,Feb,Q1,2020,2020-Q1,2020-Feb,2020-02,7,Sat,29
01-Mar-2020,20200301,3,Mar,Q1,2020,2020-Q1,2020-Mar,2020-03,1,Sun,1
02-Mar-2020,20200302,3,Mar,Q1,2020,2020-Q1,2020-Mar,2020-03,2,Mon,2
03-Mar-2020,20200303,3,Mar,Q1,2020,2020-Q1,2020-Mar,2020-03,3,Tue,3
