Date,Date Key,Month Key,Month,Quarter,Year,Year Quarter,Year Month,Year Month Key,Day Of Week Key,Day Of Week,Day Of Month
05-Jul-2020,20200705,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,1,Sun,5
06-Jul-2020,20200706,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,2,Mon,6
07-Jul-2020,20200707,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,3,Tue,7
08-Jul-2020,20200708,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,4,Wed,8
09-Jul-2020,20200709,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,5,Thu,9
10-Jul-2020,20200710,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,6,Fri,10
11-Jul-2020,20200711,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,7,Sat,11
12-Jul-2020,20200712,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,1,Sun,12
13-Jul-2020,20200713,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,2,Mon,13
14-Jul-2020,20200714,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,3,Tue,14
15-Jul-2020,20200715,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,4,Wed,15
16-Jul-2020,20200716,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,5,Thu,16
17-Jul-2020,20200717,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,6,Fri,17
18-Jul-2020,20200718,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,7,Sat,18
19-Jul-2020,20200719,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,1,Sun,19
20-Jul-2020,20200720,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,2,Mon,20
21-Jul-2020,20200721,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,3,Tue,21
22-Jul-2020,20200722,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,4,Wed,22
23-Jul-2020,20200723,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,5,Thu,23
24-Jul-2020,20200724,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,6,Fri,24
25-Jul-2020,20200725,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,7,Sat,25
26-Jul-2020,20200726,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,1,Sun,26
27-Jul-2020,20200727,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,2,Mon,27
28-Jul-2020,20200728,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,3,Tue,28
29-Jul-2020,20200729,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,4,Wed,29
30-Jul-2020,20200730,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,5,Thu,30
31-Jul-2020,20200731,7,Jul,Q3,2020,2020 Q3,2020 Jul,202007,6,Fri,31
01-Aug-2020,20200801,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,7,Sat,1
02-Aug-2020,20200802,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,1,Sun,2
03-Aug-2020,20200803,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,2,Mon,3
04-Aug-2020,20200804,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,3,Tue,4
05-Aug-2020,20200805,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,4,Wed,5
06-Aug-2020,20200806,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,5,Thu,6
07-Aug-2020,20200807,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,6,Fri,7
08-Aug-2020,20200808,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,7,Sat,8
09-Aug-2020,20200809,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,1,Sun,9
10-Aug-2020,20200810,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,2,Mon,10
11-Aug-2020,20200811,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,3,Tue,11
12-Aug-2020,20200812,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,4,Wed,12
13-Aug-2020,20200813,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,5,Thu,13
14-Aug-2020,20200814,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,6,Fri,14
15-Aug-2020,20200815,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,7,Sat,15
16-Aug-2020,20200816,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,1,Sun,16
17-Aug-2020,20200817,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,2,Mon,17
18-Aug-2020,20200818,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,3,Tue,18
19-Aug-2020,20200819,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,4,Wed,19
20-Aug-2020,20200820,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,5,Thu,20
21-Aug-2020,20200821,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,6,Fri,21
22-Aug-2020,20200822,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,7,Sat,22
23-Aug-2020,20200823,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,1,Sun,23
24-Aug-2020,20200824,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,2,Mon,24
25-Aug-2020,20200825,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,3,Tue,25
26-Aug-2020,20200826,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,4,Wed,26
27-Aug-2020,20200827,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,5,Thu,27
28-Aug-2020,20200828,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,6,Fri,28
29-Aug-2020,20200829,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,7,Sat,29
30-Aug-2020,20200830,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,1,Sun,30
31-Aug-2020,20200831,8,Aug,Q3,2020,2020 Q3,2020 Aug,202008,2,Mon,31
01-Sep-2020,20200901,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,3,Tue,1
02-Sep-2020,20200902,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,4,Wed,2
03-Sep-2020,20200903,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,5,Thu,3
04-Sep-2020,20200904,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,6,Fri,4
05-Sep-2020,20200905,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,7,Sat,5
06-Sep-2020,20200906,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,1,Sun,6
07-Sep-2020,20200907,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,2,Mon,7
08-Sep-2020,20200908,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,3,Tue,8
09-Sep-2020,20200909,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,4,Wed,9
10-Sep-2020,20200910,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,5,Thu,10
11-Sep-2020,20200911,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,6,Fri,11
12-Sep-2020,20200912,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,7,Sat,12
13-Sep-2020,20200913,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,1,Sun,13
14-Sep-2020,20200914,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,2,Mon,14
15-Sep-2020,20200915,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,3,Tue,15
16-Sep-2020,20200916,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,4,Wed,16
17-Sep-2020,20200917,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,5,Thu,17
18-Sep-2020,20200918,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,6,Fri,18
19-Sep-2020,20200919,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,7,Sat,19
20-Sep-2020,20200920,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,1,Sun,20
21-Sep-2020,20200921,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,2,Mon,21
22-Sep-2020,20200922,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,3,Tue,22
23-Sep-2020,20200923,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,4,Wed,23
24-Sep-2020,20200924,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,5,Thu,24
25-Sep-2020,20200925,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,6,Fri,25
26-Sep-2020,20200926,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,7,Sat,26
27-Sep-2020,20200927,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,1,Sun,27
28-Sep-2020,20200928,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,2,Mon,28
29-Sep-2020,20200929,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,3,Tue,29
30-Sep-2020,20200930,9,Sep,Q3,2020,2020 Q3,2020 Sep,202009,4,Wed,30
01-Oct-2020,20201001,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,5,Thu,1
02-Oct-2020,20201002,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,6,Fri,2
03-Oct-2020,20201003,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,7,Sat,3
04-Oct-2020,20201004,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,1,Sun,4
05-Oct-2020,20201005,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,2,Mon,5
06-Oct-2020,20201006,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,3,Tue,6
07-Oct-2020,20201007,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,4,Wed,7
08-Oct-2020,20201008,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,5,Thu,8
09-Oct-2020,20201009,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,6,Fri,9
10-Oct-2020,20201010,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,7,Sat,10
11-Oct-2020,20201011,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,1,Sun,11
12-Oct-2020,20201012,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,2,Mon,12
13-Oct-2020,20201013,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,3,Tue,13
14-Oct-2020,20201014,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,4,Wed,14
15-Oct-2020,20201015,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,5,Thu,15
16-Oct-2020,20201016,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,6,Fri,16
17-Oct-2020,20201017,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,7,Sat,17
18-Oct-2020,20201018,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,1,Sun,18
19-Oct-2020,20201019,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,2,Mon,19
20-Oct-2020,20201020,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,3,Tue,20
21-Oct-2020,20201021,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,4,Wed,21
22-Oct-2020,20201022,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,5,Thu,22
23-Oct-2020,20201023,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,6,Fri,23
24-Oct-2020,20201024,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,7,Sat,24
25-Oct-2020,20201025,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,1,Sun,25
26-Oct-2020,20201026,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,2,Mon,26
27-Oct-2020,20201027,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,3,Tue,27
28-Oct-2020,20201028,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,4,Wed,28
29-Oct-2020,20201029,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,5,Thu,29
30-Oct-2020,20201030,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,6,Fri,30
31-Oct-2020,20201031,10,Oct,Q4,2020,2020 Q4,2020 Oct,202010,7,Sat,31
01-Nov-2020,20201101,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,1,Sun,1
02-Nov-2020,20201102,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,2,Mon,2
03-Nov-2020,20201103,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,3,Tue,3
04-Nov-2020,20201104,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,4,Wed,4
05-Nov-2020,20201105,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,5,Thu,5
06-Nov-2020,20201106,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,6,Fri,6
07-Nov-2020,20201107,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,7,Sat,7
08-Nov-2020,20201108,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,1,Sun,8
09-Nov-2020,20201109,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,2,Mon,9
10-Nov-2020,20201110,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,3,Tue,10
11-Nov-2020,20201111,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,4,Wed,11
12-Nov-2020,20201112,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,5,Thu,12
13-Nov-2020,20201113,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,6,Fri,13
14-Nov-2020,20201114,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,7,Sat,14
15-Nov-2020,20201115,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,1,Sun,15
16-Nov-2020,20201116,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,2,Mon,16
17-Nov-2020,20201117,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,3,Tue,17
18-Nov-2020,20201118,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,4,Wed,18
19-Nov-2020,20201119,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,5,Thu,19
20-Nov-2020,20201120,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,6,Fri,20
21-Nov-2020,20201121,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,7,Sat,21
22-Nov-2020,20201122,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,1,Sun,22
23-Nov-2020,20201123,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,2,Mon,23
24-Nov-2020,20201124,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,3,Tue,24
25-Nov-2020,20201125,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,4,Wed,25
26-Nov-2020,20201126,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,5,Thu,26
27-Nov-2020,20201127,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,6,Fri,27
28-Nov-2020,20201128,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,7,Sat,28
29-Nov-2020,20201129,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,1,Sun,29
30-Nov-2020,20201130,11,Nov,Q4,2020,2020 Q4,2020 Nov,202011,2,Mon,30
01-Dec-2020,20201201,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,3,Tue,1
02-Dec-2020,20201202,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,4,Wed,2
03-Dec-2020,20201203,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,5,Thu,3
04-Dec-2020,20201204,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,6,Fri,4
05-Dec-2020,20201205,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,7,Sat,5
06-Dec-2020,20201206,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,1,Sun,6
07-Dec-2020,20201207,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,2,Mon,7
08-Dec-2020,20201208,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,3,Tue,8
09-Dec-2020,20201209,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,4,Wed,9
10-Dec-2020,20201210,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,5,Thu,10
11-Dec-2020,20201211,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,6,Fri,11
12-Dec-2020,20201212,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,7,Sat,12
13-Dec-2020,20201213,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,1,Sun,13
14-Dec-2020,20201214,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,2,Mon,14
15-Dec-2020,20201215,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,3,Tue,15
16-Dec-2020,20201216,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,4,Wed,16
17-Dec-2020,20201217,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,5,Thu,17
18-Dec-2020,20201218,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,6,Fri,18
19-Dec-2020,20201219,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,7,Sat,19
20-Dec-2020,20201220,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,1,Sun,20
21-Dec-2020,20201221,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,2,Mon,21
22-Dec-2020,20201222,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,3,Tue,22
23-Dec-2020,20201223,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,4,Wed,23
24-Dec-2020,20201224,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,5,Thu,24
25-Dec-2020,20201225,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,6,Fri,25
26-Dec-2020,20201226,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,7,Sat,26
27-Dec-2020,20201227,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,1,Sun,27
28-Dec-2020,20201228,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,2,Mon,28
29-Dec-2020,20201229,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,3,Tue,29
30-Dec-2020,20201230,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,4,Wed,30
31-Dec-2020,20201231,12,Dec,Q4,2020,2020 Q4,2020 Dec,202012,5,Thu,31
01-Jan-2021,20210101,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,6,Fri,1
02-Jan-2021,20210102,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,7,Sat,2
03-Jan-2021,20210103,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,1,Sun,3
04-Jan-2021,20210104,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,2,Mon,4
05-Jan-2021,20210105,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,3,Tue,5
06-Jan-2021,20210106,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,4,Wed,6
07-Jan-2021,20210107,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,5,Thu,7
08-Jan-2021,20210108,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,6,Fri,8
09-Jan-2021,20210109,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,7,Sat,9
10-Jan-2021,20210110,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,1,Sun,10
11-Jan-2021,20210111,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,2,Mon,11
12-Jan-2021,20210112,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,3,Tue,12
13-Jan-2021,20210113,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,4,Wed,13
14-Jan-2021,20210114,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,5,Thu,14
15-Jan-2021,20210115,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,6,Fri,15
16-Jan-2021,20210116,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,7,Sat,16
17-Jan-2021,20210117,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,1,Sun,17
18-Jan-2021,20210118,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,2,Mon,18
19-Jan-2021,20210119,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,3,Tue,19
20-Jan-2021,20210120,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,4,Wed,20
21-Jan-2021,20210121,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,5,Thu,21
22-Jan-2021,20210122,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,6,Fri,22
23-Jan-2021,20210123,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,7,Sat,23
24-Jan-2021,20210124,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,1,Sun,24
25-Jan-2021,20210125,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,2,Mon,25
26-Jan-2021,20210126,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,3,Tue,26
27-Jan-2021,20210127,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,4,Wed,27
28-Jan-2021,20210128,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,5,Thu,28
29-Jan-2021,20210129,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,6,Fri,29
30-Jan-2021,20210130,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,7,Sat,30
31-Jan-2021,20210131,1,Jan,Q1,2021,2021 Q1,2021 Jan,202101,1,Sun,31
01-Feb-2021,20210201,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,2,Mon,1
02-Feb-2021,20210202,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,3,Tue,2
03-Feb-2021,20210203,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,4,Wed,3
04-Feb-2021,20210204,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,5,Thu,4
05-Feb-2021,20210205,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,6,Fri,5
06-Feb-2021,20210206,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,7,Sat,6
07-Feb-2021,20210207,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,1,Sun,7
08-Feb-2021,20210208,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,2,Mon,8
09-Feb-2021,20210209,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,3,Tue,9
10-Feb-2021,20210210,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,4,Wed,10
11-Feb-2021,20210211,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,5,Thu,11
12-Feb-2021,20210212,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,6,Fri,12
13-Feb-2021,20210213,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,7,Sat,13
14-Feb-2021,20210214,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,1,Sun,14
15-Feb-2021,20210215,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,2,Mon,15
16-Feb-2021,20210216,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,3,Tue,16
17-Feb-2021,20210217,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,4,Wed,17
18-Feb-2021,20210218,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,5,Thu,18
19-Feb-2021,20210219,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,6,Fri,19
20-Feb-2021,20210220,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,7,Sat,20
21-Feb-2021,20210221,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,1,Sun,21
22-Feb-2021,20210222,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,2,Mon,22
23-Feb-2021,20210223,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,3,Tue,23
24-Feb-2021,20210224,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,4,Wed,24
25-Feb-2021,20210225,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,5,Thu,25
26-Feb-2021,20210226,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,6,Fri,26
27-Feb-2021,20210227,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,7,Sat,27
28-Feb-2021,20210228,2,Feb,Q1,2021,2021 Q1,2021 Feb,202102,1,Sun,28
01-Mar-2021,20210301,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,2,Mon,1
02-Mar-2021,20210302,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,3,Tue,2
03-Mar-2021,20210303,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,4,Wed,3
04-Mar-2021,20210304,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,5,Thu,4
05-Mar-2021,20210305,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,6,Fri,5
06-Mar-2021,20210306,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,7,Sat,6
07-Mar-2021,20210307,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,1,Sun,7
08-Mar-2021,20210308,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,2,Mon,8
09-Mar-2021,20210309,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,3,Tue,9
10-Mar-2021,20210310,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,4,Wed,10
11-Mar-2021,20210311,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,5,Thu,11
12-Mar-2021,20210312,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,6,Fri,12
13-Mar-2021,20210313,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,7,Sat,13
14-Mar-2021,20210314,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,1,Sun,14
15-Mar-2021,20210315,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,2,Mon,15
16-Mar-2021,20210316,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,3,Tue,16
17-Mar-2021,20210317,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,4,Wed,17
18-Mar-2021,20210318,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,5,Thu,18
19-Mar-2021,20210319,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,6,Fri,19
20-Mar-2021,20210320,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,7,Sat,20
21-Mar-2021,20210321,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,1,Sun,21
22-Mar-2021,20210322,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,2,Mon,22
23-Mar-2021,20210323,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,3,Tue,23
24-Mar-2021,20210324,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,4,Wed,24
25-Mar-2021,20210325,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,5,Thu,25
26-Mar-2021,20210326,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,6,Fri,26
27-Mar-2021,20210327,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,7,Sat,27
28-Mar-2021,20210328,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,1,Sun,28
29-Mar-2021,20210329,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,2,Mon,29
30-Mar-2021,20210330,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,3,Tue,30
31-Mar-2021,20210331,3,Mar,Q1,2021,2021 Q1,2021 Mar,202103,4,Wed,31
01-Apr-2021,20210401,4,Apr,Q2,2021,2021 Q2,2021 Apr,202104,5,Thu,1
02-Apr-2021,20210402,4,Apr,Q2,2021,2021 Q2,2021 Apr,202104,6,Fri,2
03-Apr-2021,20210403,4,Apr,Q2,2021,2021 Q2,2021 Apr,202104,7,Sat,3
