Name,Gender,Year,Rank
Freya,girls,1998,93
Freya,girls,1999,92
Freya,girls,2000,75
Freya,girls,2001,52
Freya,girls,2002,48
Freya,girls,2003,42
Freya,girls,2004,33
Freya,girls,2005,31
Freya,girls,2006,24
Freya,girls,2007,26
Freya,girls,2008,27
Freya,girls,2009,21
Freya,girls,2010,19
Freya,girls,2011,19
Freya,girls,2012,19
Freya,girls,2013,20
Freya,girls,2014,21
Freya,girls,2015,21
Freya,girls,2016,19
Freya,girls,2017,20
Gabriel,boys,2002,99
Gabriel,boys,2004,98
Gabriel,boys,2005,96
Gabriel,boys,2006,98
Gabriel,boys,2007,92
Gabriel,boys,2008,78
Gabriel,boys,2009,75
Gabriel,boys,2010,78
Gabriel,boys,2011,75
Gabriel,boys,2012,76
Gabriel,boys,2013,79
Gabriel,boys,2014,78
Gabriel,boys,2015,65
Gabriel,boys,2016,67
Gabriel,boys,2017,64
Gabrielle,girls,1994,88
Gabrielle,girls,1996,99
Gabrielle,girls,1997,98
Gabrielle,girls,2002,89
Gail,girls,1954,76
Gail,girls,1964,70
Gareth,boys,1954,85
Gareth,boys,1964,79
Gareth,boys,1974,46
Gareth,boys,1984,35
Gareth,boys,1994,90
Garry,boys,1954,82
Garry,boys,1964,70
Garry,boys,1974,90
Gary,boys,1944,95
Gary,boys,1954,34
Gary,boys,1964,16
Gary,boys,1974,30
Gary,boys,1984,26
Gavin,boys,1964,97
Gavin,boys,1974,72
Gavin,boys,1984,55
Gemma,girls,1984,3
Gemma,girls,1994,36
Gemma,girls,1996,50
Gemma,girls,1997,57
Gemma,girls,1998,59
Gemma,girls,1999,73
Gemma,girls,2000,80
Gemma,girls,2001,93
Geoffrey,boys,1904,58
Geoffrey,boys,1914,55
Geoffrey,boys,1924,36
Geoffrey,boys,1934,33
Geoffrey,boys,1944,25
Geoffrey,boys,1954,28
Geoffrey,boys,1964,63
George,boys,1904,3
George,boys,1914,3
George,boys,1924,3
George,boys,1934,10
George,boys,1944,21
George,boys,1954,35
George,boys,1964,54
George,boys,1974,83
George,boys,1984,71
George,boys,1994,21
George,boys,1996,19
George,boys,1997,18
George,boys,1998,17
George,boys,1999,18
George,boys,2000,17
George,boys,2001,17
George,boys,2002,15
George,boys,2003,16
George,boys,2004,17
George,boys,2005,17
George,boys,2006,14
George,boys,2007,12
George,boys,2008,12
George,boys,2009,11
George,boys,2010,9
George,boys,2011,12
George,boys,2012,12
George,boys,2013,10
George,boys,2014,7
George,boys,2015,4
George,boys,2016,3
George,boys,2017,3
Georgia,girls,1994,29
Georgia,girls,1996,16
Georgia,girls,1997,10
Georgia,girls,1998,12
Georgia,girls,1999,12
Georgia,girls,2000,11
Georgia,girls,2001,14
Georgia,girls,2002,21
Georgia,girls,2003,26
Georgia,girls,2004,27
Georgia,girls,2005,34
Georgia,girls,2006,37
Georgia,girls,2007,42
Georgia,girls,2008,53
Georgia,girls,2009,55
Georgia,girls,2010,56
Georgia,girls,2011,60
Georgia,girls,2012,55
Georgia,girls,2013,60
Georgia,girls,2014,48
Georgia,girls,2015,52
Georgia,girls,2016,54
Georgia,girls,2017,63
Georgina,girls,1944,84
Georgina,girls,1974,79
Georgina,girls,1984,84
Georgina,girls,1994,35
Georgina,girls,1996,39
Georgina,girls,1997,33
Georgina,girls,1998,33
Georgina,girls,1999,44
Georgina,girls,2000,53
Georgina,girls,2001,58
Georgina,girls,2002,75
Georgina,girls,2003,76
Georgina,girls,2004,94
Gerald,boys,1904,68
Gerald,boys,1914,70
Gerald,boys,1924,51
Gerald,boys,1934,40
Gerald,boys,1944,49
Gerald,boys,1954,60
Gerald,boys,1964,91
Geraldine,girls,1944,98
Geraldine,girls,1954,78
Gerard,boys,1954,78
Gerard,boys,1964,90
Gertrude,girls,1904,33
Gertrude,girls,1914,46
Gertrude,girls,1924,78
Gilbert,boys,1904,64
Gilbert,boys,1914,72
Gilbert,boys,1924,95
Gillian,girls,1934,67
Gillian,girls,1944,23
Gillian,girls,1954,16
Gillian,girls,1964,28
Gillian,girls,1974,65
Gladys,girls,1904,11
Gladys,girls,1914,11
Gladys,girls,1924,14
Gladys,girls,1934,58
Glen,boys,1974,77
Glenn,boys,1954,98
Glenn,boys,1964,95
Glenn,boys,1974,97
Glenys,girls,1944,91
Gloria,girls,1934,94
Gloria,girls,1944,59
Glynis,girls,1954,94
Gordon,boys,1904,82
Gordon,boys,1914,54
Gordon,boys,1924,39
Gordon,boys,1934,21
Gordon,boys,1944,44
Gordon,boys,1954,51
Gordon,boys,1964,74
Grace,girls,1904,38
Grace,girls,1914,42
Grace,girls,1924,51
Grace,girls,1934,81
Grace,girls,1994,47
Grace,girls,1996,41
Grace,girls,1997,42
Grace,girls,1998,35
Grace,girls,1999,28
Grace,girls,2000,21
Grace,girls,2001,23
Grace,girls,2002,19
Grace,girls,2003,14
Grace,girls,2004,11
Grace,girls,2005,7
Grace,girls,2006,1
Grace,girls,2007,2
Grace,girls,2008,4
Grace,girls,2009,7
Grace,girls,2010,9
Grace,girls,2011,8
Grace,girls,2012,14
Grace,girls,2013,13
Grace,girls,2014,11
Grace,girls,2015,14
Grace,girls,2016,15
Grace,girls,2017,13
Gracie,girls,2005,86
Gracie,girls,2006,59
Gracie,girls,2007,68
Gracie,girls,2008,52
Gracie,girls,2009,54
Gracie,girls,2010,51
Gracie,girls,2011,53
Gracie,girls,2012,52
Gracie,girls,2013,62
Gracie,girls,2014,66
Gracie,girls,2015,64
Gracie,girls,2016,77
Gracie,girls,2017,77
Graeme,boys,1964,84
Graham,boys,1924,92
Graham,boys,1934,50
Graham,boys,1944,22
Graham,boys,1954,19
Graham,boys,1964,26
Graham,boys,1974,42
Graham,boys,1984,59
Gregory,boys,1954,94
Gregory,boys,1964,78
Gregory,boys,1974,81
Gregory,boys,1984,85
Guy,boys,1964,85
Gwendoline,girls,1904,56
Gwendoline,girls,1914,45
Gwendoline,girls,1924,40
Gwendoline,girls,1934,60
Gwendoline,girls,1944,97
Hallie,girls,2017,98
Hannah,girls,1904,60
Hannah,girls,1914,70
Hannah,girls,1924,98
Hannah,girls,1974,67
Hannah,girls,1984,20
Hannah,girls,1994,5
Hannah,girls,1996,6
Hannah,girls,1997,6
Hannah,girls,1998,7
Hannah,girls,1999,10
Hannah,girls,2000,9
Hannah,girls,2001,8
Hannah,girls,2002,8
Hannah,girls,2003,10
Hannah,girls,2004,12
Hannah,girls,2005,14
Hannah,girls,2006,15
Hannah,girls,2007,16
Hannah,girls,2008,19
Hannah,girls,2009,29
Hannah,girls,2010,31
Hannah,girls,2011,41
Hannah,girls,2012,42
Hannah,girls,2013,44
Hannah,girls,2014,59
Hannah,girls,2015,55
Hannah,girls,2016,57
Hannah,girls,2017,57
Harley,boys,2005,70
Harley,boys,2006,68
Harley,boys,2007,69
Harley,boys,2008,63
Harley,boys,2009,56
Harley,boys,2010,57
Harley,boys,2011,55
Harley,boys,2012,46
Harley,boys,2013,49
Harley,boys,2014,45
Harley,boys,2015,52
Harley,boys,2016,55
Harley,boys,2017,53
Harold,boys,1904,14
Harold,boys,1914,18
Harold,boys,1924,26
Harold,boys,1934,48
Harold,boys,1944,75
Harper,girls,2014,89
Harper,girls,2015,63
Harper,girls,2016,44
Harper,girls,2017,34
Harriet,girls,1904,78
Harriet,girls,1994,54
Harriet,girls,1996,60
Harriet,girls,1997,59
Harriet,girls,1998,56
Harriet,girls,1999,59
Harriet,girls,2000,62
Harriet,girls,2001,70
Harriet,girls,2002,73
Harriet,girls,2003,79
Harriet,girls,2004,77
Harriet,girls,2005,73
Harriet,girls,2006,82
Harriet,girls,2007,74
Harriet,girls,2008,82
Harriet,girls,2009,89
Harriet,girls,2010,86
Harriet,girls,2011,71
Harriet,girls,2012,67
Harriet,girls,2013,61
Harriet,girls,2014,61
Harriet,girls,2015,56
Harriet,girls,2016,49
Harriet,girls,2017,51
Harrison,boys,1996,86
Harrison,boys,1997,79
Harrison,boys,1998,72
Harrison,boys,1999,62
Harrison,boys,2000,56
Harrison,boys,2001,49
Harrison,boys,2002,52
Harrison,boys,2003,47
Harrison,boys,2004,47
Harrison,boys,2005,40
Harrison,boys,2006,36
Harrison,boys,2007,30
Harrison,boys,2008,35
Harrison,boys,2009,42
Harrison,boys,2010,42
Harrison,boys,2011,37
Harrison,boys,2012,35
Harrison,boys,2013,36
Harrison,boys,2014,32
Harrison,boys,2015,32
Harrison,boys,2016,32
Harrison,boys,2017,34
Harry,boys,1904,18
Harry,boys,1914,19
Harry,boys,1924,30
Harry,boys,1934,51
Harry,boys,1944,65
Harry,boys,1954,100
Harry,boys,1994,30
Harry,boys,1996,17
Harry,boys,1997,17
Harry,boys,1998,15
Harry,boys,1999,14
Harry,boys,2000,6
Harry,boys,2001,6
Harry,boys,2002,11
Harry,boys,2003,11
Harry,boys,2004,11
Harry,boys,2005,9
Harry,boys,2006,5
Harry,boys,2007,5
Harry,boys,2008,4
Harry,boys,2009,3
Harry,boys,2010,3
Harry,boys,2011,1
Harry,boys,2012,1
Harry,boys,2013,3
Harry,boys,2014,3
Harry,boys,2015,3
Harry,boys,2016,2
Harry,boys,2017,2
Harvey,boys,1997,100
Harvey,boys,1998,91
Harvey,boys,1999,84
Harvey,boys,2000,71
Harvey,boys,2001,61
Harvey,boys,2002,45
Harvey,boys,2003,36
Harvey,boys,2004,32
Harvey,boys,2005,27
Harvey,boys,2006,28
Harvey,boys,2007,29
Harvey,boys,2008,34
Harvey,boys,2009,39
Harvey,boys,2010,47
Harvey,boys,2011,52
Harvey,boys,2012,48
Harvey,boys,2013,48
Harvey,boys,2014,48
Harvey,boys,2015,50
Harvey,boys,2016,54
Harvey,boys,2017,66
Hayden,boys,2006,89
Hayden,boys,2007,77
Hayden,boys,2008,71
Hayden,boys,2009,77
Hayden,boys,2010,80
Hayden,boys,2011,86
Hayley,girls,1974,53
Hayley,girls,1984,19
Hayley,girls,1994,43
Hayley,girls,1996,57
Hayley,girls,1997,65
Hazel,girls,1924,69
Hazel,girls,1934,44
Hazel,girls,1944,47
Hazel,girls,1954,73
Heather,girls,1934,97
Heather,girls,1944,58
Heather,girls,1954,56
Heather,girls,1964,59
Heather,girls,1974,72
Heather,girls,1984,58
Heather,girls,1994,78
Heather,girls,1996,78
Heather,girls,1997,78
Hector,boys,1904,89
Heidi,girls,1974,86
Heidi,girls,2009,97
Heidi,girls,2010,94
Heidi,girls,2011,91
Heidi,girls,2012,83
Heidi,girls,2013,99
Heidi,girls,2014,84
Heidi,girls,2015,80
Heidi,girls,2016,76
Heidi,girls,2017,85
Helen,girls,1904,57
Helen,girls,1914,60
Helen,girls,1924,62
Helen,girls,1934,63
Helen,girls,1944,45
Helen,girls,1954,22
Helen,girls,1964,8
Helen,girls,1974,8
Helen,girls,1984,21
Helen,girls,1994,80
Henry,boys,1904,17
Henry,boys,1914,16
Henry,boys,1924,24
Henry,boys,1934,45
Henry,boys,1944,63
Henry,boys,1954,83
Henry,boys,1994,74
Henry,boys,1996,58
Henry,boys,1997,58
Henry,boys,1998,56
Henry,boys,1999,51
Henry,boys,2000,52
Henry,boys,2001,53
Henry,boys,2002,51
Henry,boys,2003,53
Henry,boys,2004,48
Henry,boys,2005,44
Henry,boys,2006,39
Henry,boys,2007,35
Henry,boys,2008,38
Henry,boys,2009,37
Henry,boys,2010,34
Henry,boys,2011,28
Henry,boys,2012,24
Henry,boys,2013,18
Henry,boys,2014,15
Henry,boys,2015,13
Henry,boys,2016,15
Henry,boys,2017,13
Herbert,boys,1904,21
Herbert,boys,1914,25
Herbert,boys,1924,46
Herbert,boys,1934,73
Hilary,girls,1944,62
Hilary,girls,1954,61
Hilda,girls,1904,14
Hilda,girls,1914,15
Hilda,girls,1924,26
Hilda,girls,1934,61
Hollie,girls,1994,72
Hollie,girls,1996,67
Hollie,girls,1997,67
Hollie,girls,1998,70
Hollie,girls,1999,80
Hollie,girls,2000,73
Hollie,girls,2001,69
Hollie,girls,2002,61
Hollie,girls,2003,63
Hollie,girls,2004,71
Hollie,girls,2005,77
Hollie,girls,2006,83
Hollie,girls,2007,83
Hollie,girls,2008,87
Hollie,girls,2009,82
Hollie,girls,2010,69
Hollie,girls,2011,68
Hollie,girls,2012,54
Hollie,girls,2013,75
Hollie,girls,2014,81
Hollie,girls,2015,94
Holly,girls,1984,59
Holly,girls,1994,22
Holly,girls,1996,23
Holly,girls,1997,23
Holly,girls,1998,23
Holly,girls,1999,23
Holly,girls,2000,18
Holly,girls,2001,18
Holly,girls,2002,12
Holly,girls,2003,13
Holly,girls,2004,17
Holly,girls,2005,19
Holly,girls,2006,18
Holly,girls,2007,20
Holly,girls,2008,22
Holly,girls,2009,19
Holly,girls,2010,25
Holly,girls,2011,26
Holly,girls,2012,25
Holly,girls,2013,33
Holly,girls,2014,39
Holly,girls,2015,44
Holly,girls,2016,52
Holly,girls,2017,56
Horace,boys,1904,37
Horace,boys,1914,43
Horace,boys,1924,70
Howard,boys,1904,95
Howard,boys,1914,95
Howard,boys,1924,93
Howard,boys,1944,64
Howard,boys,1954,68
Howard,boys,1964,92
Hubert,boys,1904,65
Hubert,boys,1914,71
Hubert,boys,1924,87
Hugh,boys,1904,55
Hugh,boys,1914,61
Hugh,boys,1924,71
Hugh,boys,1934,81
Hugh,boys,1944,84
Hugh,boys,1954,89
Hugo,boys,2012,88
Hugo,boys,2013,74
Hugo,boys,2014,70
Hugo,boys,2015,55
Hugo,boys,2016,50
Hugo,boys,2017,48
Hunter,boys,2017,78
Iain,boys,1964,94
Iain,boys,1974,78
Iain,boys,1984,100
Ian,boys,1924,85
Ian,boys,1934,55
Ian,boys,1944,23
Ian,boys,1954,13
Ian,boys,1964,8
Ian,boys,1974,21
Ian,boys,1984,27
Ibrahim,boys,2013,89
Ibrahim,boys,2014,91
Ibrahim,boys,2015,96
Ibrahim,boys,2016,96
Ibrahim,boys,2017,94
Ida,girls,1904,58
Ida,girls,1914,69
Imogen,girls,1994,94
Imogen,girls,1996,91
Imogen,girls,1997,94
Imogen,girls,1998,57
Imogen,girls,1999,46
Imogen,girls,2000,47
Imogen,girls,2001,56
Imogen,girls,2002,60
Imogen,girls,2003,61
Imogen,girls,2004,67
Imogen,girls,2005,65
Imogen,girls,2006,48
Imogen,girls,2007,33
Imogen,girls,2008,33
Imogen,girls,2009,32
Imogen,girls,2010,26
Imogen,girls,2011,32
Imogen,girls,2012,37
Imogen,girls,2013,34
Imogen,girls,2014,34
Imogen,girls,2015,34
Imogen,girls,2016,37
Imogen,girls,2017,39
Irene,girls,1904,39
Irene,girls,1914,21
Irene,girls,1924,8
Irene,girls,1934,24
Irene,girls,1944,34
Irene,girls,1954,66
Iris,girls,1904,92
Iris,girls,1914,58
Iris,girls,1924,34
Iris,girls,1934,30
Iris,girls,1944,77
Iris,girls,2016,84
Iris,girls,2017,81
Isaac,boys,1998,84
Isaac,boys,1999,79
Isaac,boys,2000,67
Isaac,boys,2001,75
Isaac,boys,2002,63
Isaac,boys,2003,64
Isaac,boys,2004,58
Isaac,boys,2005,54
Isaac,boys,2006,55
Isaac,boys,2007,42
Isaac,boys,2008,39
Isaac,boys,2009,41
Isaac,boys,2010,37
Isaac,boys,2011,33
Isaac,boys,2012,30
Isaac,boys,2013,29
Isaac,boys,2014,25
Isaac,boys,2015,20
Isaac,boys,2016,20
Isaac,boys,2017,24
Isabel,girls,1998,96
Isabel,girls,1999,77
Isabel,girls,2000,69
Isabel,girls,2001,68
Isabel,girls,2002,59
Isabel,girls,2003,46
Isabel,girls,2004,49
Isabel,girls,2005,47
Isabel,girls,2006,45
Isabel,girls,2007,45
Isabel,girls,2008,50
Isabel,girls,2009,51
Isabel,girls,2010,58
Isabel,girls,2011,66
Isabel,girls,2012,76
Isabel,girls,2013,85
Isabel,girls,2014,92
Isabella,girls,1904,74
Isabella,girls,1914,81
Isabella,girls,1998,90
Isabella,girls,1999,57
Isabella,girls,2000,63
Isabella,girls,2001,54
Isabella,girls,2002,50
Isabella,girls,2003,37
Isabella,girls,2004,34
Isabella,girls,2005,24
Isabella,girls,2006,20
Isabella,girls,2007,19
Isabella,girls,2008,18
Isabella,girls,2009,15
Isabella,girls,2010,12
Isabella,girls,2011,10
Isabella,girls,2012,10
Isabella,girls,2013,8
Isabella,girls,2014,7
Isabella,girls,2015,8
Isabella,girls,2016,6
Isabella,girls,2017,6
Isabelle,girls,1997,100
Isabelle,girls,1998,87
Isabelle,girls,1999,89
Isabelle,girls,2000,65
Isabelle,girls,2001,57
Isabelle,girls,2002,47
Isabelle,girls,2003,41
Isabelle,girls,2004,30
Isabelle,girls,2005,30
Isabelle,girls,2006,29
Isabelle,girls,2007,21
Isabelle,girls,2008,17
Isabelle,girls,2009,17
Isabelle,girls,2010,17
Isabelle,girls,2011,17
Isabelle,girls,2012,17
Isabelle,girls,2013,19
Isabelle,girls,2014,18
Isabelle,girls,2015,19
Isabelle,girls,2016,21
Isabelle,girls,2017,24
Isla,girls,2006,93
Isla,girls,2007,65
Isla,girls,2008,36
Isla,girls,2009,30
Isla,girls,2010,22
Isla,girls,2011,15
Isla,girls,2012,8
Isla,girls,2013,5
Isla,girls,2014,3
Isla,girls,2015,4
Isla,girls,2016,4
Isla,girls,2017,3
Isobel,girls,1996,94
Isobel,girls,1997,77
Isobel,girls,1998,76
Isobel,girls,1999,55
Isobel,girls,2000,56
Isobel,girls,2001,55
Isobel,girls,2002,53
Isobel,girls,2003,50
Isobel,girls,2004,53
Isobel,girls,2005,51
Isobel,girls,2006,54
Isobel,girls,2007,57
Isobel,girls,2008,59
Isobel,girls,2009,60
Isobel,girls,2010,75
Isobel,girls,2011,80
Isobel,girls,2012,98
Isobel,girls,2013,89
Ivan,boys,1924,97
Ivan,boys,1934,91
Ivan,boys,1944,91
Ivor,boys,1904,79
Ivor,boys,1914,73
Ivor,boys,1924,77
Ivor,boys,1934,87
Ivy,girls,1904,16
Ivy,girls,1914,17
Ivy,girls,1924,32
Ivy,girls,1934,73
Ivy,girls,2012,88
Ivy,girls,2013,66
Ivy,girls,2014,54
Ivy,girls,2015,42
Ivy,girls,2016,33
Ivy,girls,2017,25
Jack,boys,1904,39
Jack,boys,1914,30
Jack,boys,1924,33
Jack,boys,1934,52
Jack,boys,1944,81
Jack,boys,1984,74
Jack,boys,1994,3
Jack,boys,1996,1
Jack,boys,1997,1
Jack,boys,1998,1
Jack,boys,1999,1
Jack,boys,2000,1
Jack,boys,2001,1
Jack,boys,2002,1
Jack,boys,2003,1
Jack,boys,2004,1
Jack,boys,2005,1
Jack,boys,2006,1
Jack,boys,2007,1
Jack,boys,2008,1
Jack,boys,2009,2
Jack,boys,2010,2
Jack,boys,2011,3
Jack,boys,2012,3
Jack,boys,2013,2
Jack,boys,2014,2
Jack,boys,2015,2
Jack,boys,2016,4
Jack,boys,2017,5
Jackson,boys,2011,99
Jackson,boys,2014,100
Jackson,boys,2015,82
Jackson,boys,2016,79
Jackson,boys,2017,74
Jacob,boys,1994,35
Jacob,boys,1996,35
Jacob,boys,1997,29
Jacob,boys,1998,27
Jacob,boys,1999,28
Jacob,boys,2000,28
Jacob,boys,2001,28
Jacob,boys,2002,30
Jacob,boys,2003,27
Jacob,boys,2004,23
Jacob,boys,2005,21
Jacob,boys,2006,22
Jacob,boys,2007,20
Jacob,boys,2008,20
Jacob,boys,2009,18
Jacob,boys,2010,12
Jacob,boys,2011,7
Jacob,boys,2012,5
Jacob,boys,2013,4
Jacob,boys,2014,4
Jacob,boys,2015,5
Jacob,boys,2016,5
Jacob,boys,2017,6
Jacqueline,girls,1934,93
Jacqueline,girls,1944,25
Jacqueline,girls,1954,13
Jacqueline,girls,1964,4
Jacqueline,girls,1974,50
Jacqueline,girls,1984,95
Jade,girls,1984,73
Jade,girls,1994,16
Jade,girls,1996,19
Jade,girls,1997,25
Jade,girls,1998,20
Jade,girls,1999,24
Jade,girls,2000,26
Jade,girls,2001,24
Jade,girls,2002,35
Jade,girls,2003,77
Jade,girls,2004,90
Jake,boys,1994,18
Jake,boys,1996,18
Jake,boys,1997,22
Jake,boys,1998,22
Jake,boys,1999,23
Jake,boys,2000,22
Jake,boys,2001,19
Jake,boys,2002,25
Jake,boys,2003,31
Jake,boys,2004,26
Jake,boys,2005,16
Jake,boys,2006,15
Jake,boys,2007,18
Jake,boys,2008,23
Jake,boys,2009,27
Jake,boys,2010,29
Jake,boys,2011,29
Jake,boys,2012,33
Jake,boys,2013,32
Jake,boys,2014,33
Jake,boys,2015,34
Jake,boys,2016,45
Jake,boys,2017,56
James,boys,1904,6
James,boys,1914,5
James,boys,1924,4
James,boys,1934,6
James,boys,1944,10
James,boys,1954,14
James,boys,1964,19
James,boys,1974,7
James,boys,1984,2
James,boys,1994,2
James,boys,1996,4
James,boys,1997,2
James,boys,1998,3
James,boys,1999,3
James,boys,2000,3
James,boys,2001,4
James,boys,2002,4
James,boys,2003,4
James,boys,2004,4
James,boys,2005,4
James,boys,2006,6
James,boys,2007,9
James,boys,2008,9
James,boys,2009,9
James,boys,2010,10
James,boys,2011,8
James,boys,2012,10
James,boys,2013,9
James,boys,2014,9
James,boys,2015,11
James,boys,2016,12
James,boys,2017,17
Jamie,boys,1974,45
Jamie,boys,1984,30
Jamie,boys,1994,26
Jamie,boys,1996,28
Jamie,boys,1997,31
Jamie,boys,1998,34
Jamie,boys,1999,30
Jamie,boys,2000,29
Jamie,boys,2001,30
Jamie,boys,2002,32
Jamie,boys,2003,32
Jamie,boys,2004,33
Jamie,boys,2005,33
Jamie,boys,2006,31
Jamie,boys,2007,36
Jamie,boys,2008,51
Jamie,boys,2009,48
Jamie,boys,2010,49
Jamie,boys,2011,49
Jamie,boys,2012,64
Jamie,boys,2013,68
Jamie,boys,2014,88
Jamie,boys,2015,91
Jane,girls,1904,43
Jane,girls,1914,51
Jane,girls,1924,73
Jane,girls,1934,74
Jane,girls,1944,53
Jane,girls,1954,12
Jane,girls,1964,7
Jane,girls,1974,29
Jane,girls,1984,86
Janet,girls,1904,88
Janet,girls,1914,91
Janet,girls,1924,96
Janet,girls,1934,25
Janet,girls,1944,8
Janet,girls,1954,5
Janet,girls,1964,24
Janice,girls,1944,49
Janice,girls,1954,35
Janice,girls,1964,73
Jasmine,girls,1994,51
Jasmine,girls,1996,55
Jasmine,girls,1997,48
Jasmine,girls,1998,47
Jasmine,girls,1999,35
Jasmine,girls,2000,32
Jasmine,girls,2001,30
Jasmine,girls,2002,29
Jasmine,girls,2003,30
Jasmine,girls,2004,37
Jasmine,girls,2005,41
Jasmine,girls,2006,31
Jasmine,girls,2007,32
Jasmine,girls,2008,35
Jasmine,girls,2009,37
Jasmine,girls,2010,41
Jasmine,girls,2011,42
Jasmine,girls,2012,45
Jasmine,girls,2013,50
Jasmine,girls,2014,49
Jasmine,girls,2015,48
Jasmine,girls,2016,59
Jasmine,girls,2017,65
Jason,boys,1964,93
Jason,boys,1974,18
Jason,boys,1984,41
Jason,boys,1994,62
Jason,boys,1996,69
Jason,boys,1997,72
Jason,boys,1998,80
Jason,boys,1999,83
Jason,boys,2000,97
Jason,boys,2001,92
Jason,boys,2002,94
Jasper,boys,2016,98
Jaxon,boys,2015,80
Jaxon,boys,2016,51
Jaxon,boys,2017,52
Jay,boys,1994,98
Jay,boys,1996,89
Jay,boys,1997,84
Jay,boys,1998,79
Jay,boys,1999,65
Jay,boys,2000,63
Jay,boys,2001,59
Jay,boys,2002,62
Jay,boys,2003,65
Jay,boys,2004,67
Jay,boys,2005,81
Jay,boys,2006,90
Jay,boys,2007,95
Jay,boys,2008,96
Jayden,boys,2004,93
Jayden,boys,2005,84
Jayden,boys,2006,66
Jayden,boys,2007,32
Jayden,boys,2008,29
Jayden,boys,2009,26
Jayden,boys,2010,26
Jayden,boys,2011,32
Jayden,boys,2012,37
Jayden,boys,2013,42
Jayden,boys,2014,43
Jayden,boys,2015,49
Jayden,boys,2016,61
Jayden,boys,2017,71
Jayne,girls,1964,50
Jayne,girls,1974,70
Jean,girls,1904,95
Jean,girls,1914,75
Jean,girls,1924,12
Jean,girls,1934,2
Jean,girls,1944,5
Jean,girls,1954,25
Jeanette,girls,1944,75
Jeanette,girls,1954,83
Jeanette,girls,1964,85
Jeffrey,boys,1934,86
Jeffrey,boys,1944,51
Jeffrey,boys,1954,48
Jeffrey,boys,1964,57
Jemma,girls,1984,56
Jemma,girls,1994,99
Jenna,girls,1984,45
Jennifer,girls,1934,87
Jennifer,girls,1944,18
Jennifer,girls,1954,23
Jennifer,girls,1964,45
Jennifer,girls,1974,34
Jennifer,girls,1984,11
Jennifer,girls,1994,42
Jennifer,girls,1996,54
Jennifer,girls,1997,62
Jennifer,girls,1998,62
Jennifer,girls,1999,76
Jennifer,girls,2000,83
Jennifer,girls,2001,81
Jennifer,girls,2002,74
Jennifer,girls,2003,81
Jennifer,girls,2004,87
Jenny,girls,1984,92
Jenson,boys,2010,96
Jenson,boys,2011,67
Jenson,boys,2012,54
Jenson,boys,2013,58
Jenson,boys,2014,61
Jenson,boys,2015,48
Jenson,boys,2016,58
Jenson,boys,2017,58
Jeremy,boys,1954,70
Jeremy,boys,1964,47
Jeremy,boys,1974,62
Jesse,boys,1904,100
Jesse,boys,2016,94
Jesse,boys,2017,90
Jessica,girls,1984,40
Jessica,girls,1994,3
Jessica,girls,1996,3
Jessica,girls,1997,4
Jessica,girls,1998,4
Jessica,girls,1999,8
Jessica,girls,2000,4
Jessica,girls,2001,4
Jessica,girls,2002,3
Jessica,girls,2003,4
Jessica,girls,2004,3
Jessica,girls,2005,1
Jessica,girls,2006,3
Jessica,girls,2007,5
Jessica,girls,2008,5
Jessica,girls,2009,6
Jessica,girls,2010,6
Jessica,girls,2011,4
Jessica,girls,2012,3
Jessica,girls,2013,6
Jessica,girls,2014,8
Jessica,girls,2015,7
Jessica,girls,2016,8
Jessica,girls,2017,15
Jessie,girls,1904,36
Jessie,girls,1914,40
Jessie,girls,1924,59
Jill,girls,1934,89
Jill,girls,1944,63
Jill,girls,1954,71
Jill,girls,1964,75
Joan,girls,1904,90
Joan,girls,1914,29
Joan,girls,1924,3
Joan,girls,1934,4
Joan,girls,1944,16
Joan,girls,1954,45
Joanna,girls,1964,90
Joanna,girls,1974,39
Joanna,girls,1984,34
Joanna,girls,1994,97
Joanne,girls,1964,22
Joanne,girls,1974,6
Joanne,girls,1984,23
Jodie,girls,1984,53
Jodie,girls,1994,46
Jodie,girls,1996,43
Jodie,girls,1997,58
Jodie,girls,1998,58
Jodie,girls,1999,74
Jodie,girls,2000,61
Jodie,girls,2001,62
Jodie,girls,2002,69
Jodie,girls,2003,78
Jodie,girls,2004,89
Joe,boys,1994,53
Joe,boys,1996,50
Joe,boys,1997,48
Joe,boys,1998,58
Joe,boys,1999,53
Joe,boys,2000,49
Joe,boys,2001,51
Joe,boys,2002,54
Joe,boys,2003,55
Joe,boys,2004,56
Joe,boys,2005,65
Joe,boys,2006,78
Joe,boys,2007,85
Joe,boys,2008,85
Joe,boys,2009,92
Joel,boys,1994,80
Joel,boys,1996,75
Joel,boys,1997,75
Joel,boys,1998,76
Joel,boys,1999,70
Joel,boys,2000,68
Joel,boys,2001,62
Joel,boys,2002,69
Joel,boys,2003,69
Joel,boys,2004,73
Joel,boys,2005,69
Joel,boys,2006,74
Joel,boys,2007,80
Joel,boys,2008,88
Joel,boys,2009,80
Joel,boys,2010,81
Joel,boys,2011,88
Joey,boys,2014,97
John,boys,1904,2
John,boys,1914,1
John,boys,1924,1
John,boys,1934,1
John,boys,1944,1
John,boys,1954,2
John,boys,1964,5
John,boys,1974,13
John,boys,1984,14
John,boys,1994,39
John,boys,1996,46
John,boys,1997,49
John,boys,1998,53
John,boys,1999,57
John,boys,2000,58
John,boys,2001,58
John,boys,2002,64
John,boys,2003,66
John,boys,2004,64
